date,member_id,base_pv,pnl_1d
2024-06-21,MBR_007,95096592.56,-3243419.15
2024-06-21,MBR_008,4503864.5,1720191.65
2024-06-21,MBR_009,179743984.9,5012590.78
2024-06-21,MBR_010,134972880.95,570448.8
2024-06-24,MBR_001,121203712.02,-2753113.15
2024-06-24,MBR_002,33433611.68,375735.68
2024-06-24,MBR_003,99918960.3,6065472.65
2024-06-24,MBR_004,-66685831.07,4535102.28
2024-06-24,MBR_005,-135546470.32,-8992635.63
2024-06-24,MBR_006,-18013873.27,-3978922.02
2024-06-24,MBR_007,95282149.4,185556.84
2024-06-24,MBR_008,7637767.14,3133902.63
2024-06-24,MBR_009,178510997.04,-1232987.87
2024-06-24,MBR_010,145094830.8,10121949.85
2024-06-25,MBR_001,125803466.1,4599754.07
2024-06-25,MBR_002,33700555.23,266943.56
2024-06-25,MBR_003,100082355.29,163394.99
2024-06-25,MBR_004,-45347408.08,21338422.98
2024-06-25,MBR_005,-140254725.53,-4708255.21
2024-06-25,MBR_006,-20685545.97,-2671672.7
2024-06-25,MBR_007,91209715.27,-4072434.13
2024-06-25,MBR_008,9081421.52,1443654.38
2024-06-25,MBR_009,175904389.62,-2606607.42
2024-06-25,MBR_010,144538646.39,-556184.41
2024-06-26,MBR_001,126649359.56,845893.46
2024-06-26,MBR_002,35365111.28,1664556.05
2024-06-26,MBR_003,104348140.84,4265785.55
2024-06-26,MBR_004,-44429167.48,918240.61
2024-06-26,MBR_005,-134686339.23,5568386.3
2024-06-26,MBR_006,-30003664.02,-9318118.05
2024-06-26,MBR_007,95429919.47,4220204.2
2024-06-26,MBR_008,12329370.07,3247948.55
2024-06-26,MBR_009,182354821.25,6450431.63
2024-06-26,MBR_010,147387628.12,2848981.73
2024-06-27,MBR_001,123331615.6,-3317743.96
2024-06-27,MBR_002,35115556.74,-249554.54
2024-06-27,MBR_003,103334947.74,-1013193.1
2024-06-27,MBR_004,-54318633.0,-9889465.53
2024-06-27,MBR_005,-132667661.52,2018677.71
2024-06-27,MBR_006,-25958372.83,4045291.2
2024-06-27,MBR_007,93339627.16,-2090292.31
2024-06-27,MBR_008,12297250.15,-32119.92
2024-06-27,MBR_009,172646701.32,-9708119.93
2024-06-27,MBR_010,143161605.8,-4226022.32
2024-06-28,MBR_001,129209143.41,5877527.81
2024-06-28,MBR_002,34699447.06,-416109.68
2024-06-28,MBR_003,101668032.09,-1666915.65
2024-06-28,MBR_004,-44822878.3,9495754.7
2024-06-28,MBR_005,-136948816.93,-4281155.41
2024-06-28,MBR_006,-26719794.96,-761422.13
2024-06-28,MBR_007,94038868.37,699241.21
2024-06-28,MBR_008,10804553.33,-1492696.82
2024-06-28,MBR_009,178367748.44,5721047.12
2024-06-28,MBR_010,146895004.56,3733398.77
2024-07-01,MBR_001,124197258.51,-5011884.9
2024-07-01,MBR_002,34525402.94,-174044.11
2024-07-01,MBR_003,101729160.64,61128.55
2024-07-01,MBR_004,-74135204.6,-29312326.3
2024-07-01,MBR_005,-143317880.77,-6369063.84
2024-07-01,MBR_006,-23859103.01,2860691.95
2024-07-01,MBR_007,99185926.56,5147058.18
2024-07-01,MBR_008,9160745.16,-1643808.17
2024-07-01,MBR_009,173723266.85,-4644481.59
2024-07-01,MBR_010,145840252.02,-1054752.54
2024-07-02,MBR_001,125839543.99,1642285.48
2024-07-02,MBR_002,33449925.2,-1075477.75
2024-07-02,MBR_003,101392376.59,-336784.05
2024-07-02,MBR_004,-72482692.3,1652512.3
2024-07-02,MBR_005,-161981624.11,-18663743.33
2024-07-02,MBR_006,-28608141.84,-4749038.83
2024-07-02,MBR_007,100522715.69,1336789.13
2024-07-02,MBR_008,4679616.72,-4481128.44
2024-07-02,MBR_009,170345659.03,-3377607.82
2024-07-02,MBR_010,142728679.76,-3111572.26
2024-07-03,MBR_001,124047105.71,-1792438.28
2024-07-03,MBR_002,34544328.96,1094403.76
2024-07-03,MBR_003,98786522.29,-2605854.3
2024-07-03,MBR_004,-77809148.84,-5326456.55
2024-07-03,MBR_005,-139874203.4,22107420.7
2024-07-03,MBR_006,-26725039.27,1883102.57
2024-07-03,MBR_007,100444862.91,-77852.78
2024-07-03,MBR_008,6577970.6,1898353.88
2024-07-03,MBR_009,172283069.14,1937410.11
2024-07-03,MBR_010,142337172.89,-391506.87
2024-07-04,MBR_001,124507281.15,460175.45
2024-07-04,MBR_002,35406793.0,862464.04
2024-07-04,MBR_003,105486208.68,6699686.38
2024-07-04,MBR_004,-60809421.73,16999727.12
2024-07-04,MBR_005,-157218793.27,-17344589.86
2024-07-04,MBR_006,-24550350.25,2174689.02
2024-07-04,MBR_007,100988354.94,543492.02
2024-07-04,MBR_008,3619864.84,-2958105.76
2024-07-04,MBR_009,175107188.39,2824119.25
2024-07-04,MBR_010,147556136.65,5218963.76
2024-07-05,MBR_001,127000368.85,2493087.7
2024-07-05,MBR_002,34692206.1,-714586.9
2024-07-05,MBR_003,103908456.15,-1577752.53
2024-07-05,MBR_004,-75257677.38,-14448255.65
2024-07-05,MBR_005,-137718122.35,19500670.92
2024-07-05,MBR_006,-26127413.45,-1577063.19
2024-07-05,MBR_007,99498660.36,-1489694.57
2024-07-05,MBR_008,6493492.94,2873628.1
2024-07-05,MBR_009,181812995.94,6705807.55
2024-07-05,MBR_010,146186298.9,-1369837.75
2024-07-08,MBR_001,133444059.15,6443690.3
2024-07-08,MBR_002,35152111.5,459905.4
2024-07-08,MBR_003,105535450.8,1626994.65
2024-07-08,MBR_004,-62886950.44,12370726.94
2024-07-08,MBR_005,-158977628.26,-21259505.9
2024-07-08,MBR_006,-22730200.68,3397212.77
2024-07-08,MBR_007,103472950.95,3974290.58
2024-07-08,MBR_008,5252792.19,-1240700.74
2024-07-08,MBR_009,176860852.68,-4952143.25
2024-07-08,MBR_010,143650662.0,-2535636.9
2024-07-09,MBR_001,123722197.27,-9721861.88
2024-07-09,MBR_002,34264829.29,-887282.21
2024-07-09,MBR_003,105021087.07,-514363.73
2024-07-09,MBR_004,-73742160.87,-10855210.44
2024-07-09,MBR_005,-151113402.93,7864225.32
2024-07-09,MBR_006,-22817681.14,-87480.46
2024-07-09,MBR_007,101269889.66,-2203061.29
2024-07-09,MBR_008,7224557.67,1971765.47
2024-07-09,MBR_009,172611126.52,-4249726.16
2024-07-09,MBR_010,147227462.46,3576800.46
2024-07-10,MBR_001,123873049.2,150851.93
2024-07-10,MBR_002,34041350.78,-223478.52
2024-07-10,MBR_003,106309434.68,1288347.6
2024-07-10,MBR_004,-74669655.16,-927494.28
2024-07-10,MBR_005,-145809488.94,5303913.99
2024-07-10,MBR_006,-25064788.96,-2247107.82
2024-07-10,MBR_007,104587097.65,3317207.99
2024-07-10,MBR_008,3152756.24,-4071801.43
2024-07-10,MBR_009,183757270.51,11146143.99
2024-07-10,MBR_010,142716453.95,-4511008.51
2024-07-11,MBR_001,123439582.93,-433466.27
2024-07-11,MBR_002,34758556.22,717205.44
2024-07-11,MBR_003,103875924.6,-2433510.07
2024-07-11,MBR_004,-75226095.6,-556440.44
2024-07-11,MBR_005,-144419958.38,1389530.57
2024-07-11,MBR_006,-24420034.07,644754.89
2024-07-11,MBR_007,103669555.29,-917542.36
2024-07-11,MBR_008,114994.54,-3037761.7
2024-07-11,MBR_009,178839512.49,-4917758.03
2024-07-11,MBR_010,146449031.39,3732577.44
2024-07-12,MBR_001,126447127.48,3007544.54
2024-07-12,MBR_002,35285416.64,526860.42
2024-07-12,MBR_003,109032318.32,5156393.72
2024-07-12,MBR_004,-76272057.22,-1045961.62
2024-07-12,MBR_005,-132376808.69,12043149.68
2024-07-12,MBR_006,-23822920.36,597113.71
2024-07-12,MBR_007,106246791.74,2577236.45
2024-07-12,MBR_008,753643.97,638649.42
2024-07-12,MBR_009,173383078.66,-5456433.83
2024-07-12,MBR_010,150546838.4,4097807.0
2024-07-15,MBR_001,130352474.13,3905346.66
2024-07-15,MBR_002,35191127.26,-94289.37
2024-07-15,MBR_003,108662093.34,-370224.98
2024-07-15,MBR_004,-72093107.48,4178949.73
2024-07-15,MBR_005,-145142891.94,-12766083.25
2024-07-15,MBR_006,-25760241.77,-1937321.41
2024-07-15,MBR_007,103901252.38,-2345539.36
2024-07-15,MBR_008,2438553.66,1684909.7
2024-07-15,MBR_009,174591245.31,1208166.65
2024-07-15,MBR_010,148841072.19,-1705766.21
2024-07-16,MBR_001,123845502.99,-6506971.14
2024-07-16,MBR_002,35767607.95,576480.68
2024-07-16,MBR_003,102592548.78,-6069544.57
2024-07-16,MBR_004,-63029805.76,9063301.72
2024-07-16,MBR_005,-136391688.55,8751203.39
2024-07-16,MBR_006,-25807955.93,-47714.16
2024-07-16,MBR_007,101563283.62,-2337968.76
2024-07-16,MBR_008,724233.65,-1714320.02
2024-07-16,MBR_009,173384544.6,-1206700.7
2024-07-16,MBR_010,145761571.81,-3079500.38
2024-07-17,MBR_001,123811772.76,-33730.23
2024-07-17,MBR_002,36096920.66,329312.72
2024-07-17,MBR_003,107523695.24,4931146.46
2024-07-17,MBR_004,-68426495.29,-5396689.53
2024-07-17,MBR_005,-138837511.86,-2445823.31
2024-07-17,MBR_006,-26523596.13,-715640.2
2024-07-17,MBR_007,101570674.01,7390.39
2024-07-17,MBR_008,2664917.81,1940684.17
2024-07-17,MBR_009,172163820.07,-1220724.53
2024-07-17,MBR_010,149981206.44,4219634.63
2024-07-18,MBR_001,122263736.72,-1548036.04
2024-07-18,MBR_002,35430300.04,-666620.63
2024-07-18,MBR_003,108795876.72,1272181.48
2024-07-18,MBR_004,-65232277.44,3194217.85
2024-07-18,MBR_005,-138816879.76,20632.11
2024-07-18,MBR_006,-29727893.53,-3204297.4
2024-07-18,MBR_007,104407258.08,2836584.07
2024-07-18,MBR_008,1029302.91,-1635614.9
2024-07-18,MBR_009,174793754.32,2629934.25
2024-07-18,MBR_010,153122464.04,3141257.6
2024-07-19,MBR_001,127083717.12,4819980.41
2024-07-19,MBR_002,34940423.42,-489876.61
2024-07-19,MBR_003,106182860.7,-2613016.02
2024-07-19,MBR_004,-59321348.17,5910929.27
2024-07-19,MBR_005,-148263630.01,-9446750.26
2024-07-19,MBR_006,-29413396.86,314496.68
2024-07-19,MBR_007,104423912.56,16654.49
2024-07-19,MBR_008,6394477.13,5365174.22
2024-07-19,MBR_009,167731793.75,-7061960.57
2024-07-19,MBR_010,143717701.45,-9404762.59
2024-07-22,MBR_001,126331602.88,-752114.25
2024-07-22,MBR_002,34990147.85,49724.43
2024-07-22,MBR_003,104148170.94,-2034689.75
2024-07-22,MBR_004,-81211342.85,-21889994.69
2024-07-22,MBR_005,-139466911.02,8796718.99
2024-07-22,MBR_006,-27418296.8,1995100.06
2024-07-22,MBR_007,99640064.56,-4783848.01
2024-07-22,MBR_008,3741605.27,-2652871.86
2024-07-22,MBR_009,166825079.29,-906714.46
2024-07-22,MBR_010,144007319.49,289618.04
2024-07-23,MBR_001,126226574.92,-105027.96
2024-07-23,MBR_002,35463769.8,473621.95
2024-07-23,MBR_003,102627270.42,-1520900.52
2024-07-23,MBR_004,-84089548.81,-2878205.96
2024-07-23,MBR_005,-140324108.4,-857197.38
2024-07-23,MBR_006,-24767163.22,2651133.58
2024-07-23,MBR_007,103919902.08,4279837.52
2024-07-23,MBR_008,4827054.86,1085449.59
2024-07-23,MBR_009,168122819.44,1297740.16
2024-07-23,MBR_010,146027909.65,2020590.16
2024-07-24,MBR_001,124655726.69,-1570848.23
2024-07-24,MBR_002,35549021.58,85251.78
2024-07-24,MBR_003,101643346.46,-983923.96
2024-07-24,MBR_004,-75099756.69,8989792.12
2024-07-24,MBR_005,-134068323.88,6255784.53
2024-07-24,MBR_006,-22194313.92,2572849.3
2024-07-24,MBR_007,98044826.41,-5875075.66
2024-07-24,MBR_008,1268904.71,-3558150.16
2024-07-24,MBR_009,165186386.76,-2936432.68
2024-07-24,MBR_010,146266314.78,238405.13
2024-07-25,MBR_001,122809389.95,-1846336.74
2024-07-25,MBR_002,35581464.22,32442.64
2024-07-25,MBR_003,105087114.88,3443768.41
2024-07-25,MBR_004,-79669063.85,-4569307.16
2024-07-25,MBR_005,-150984103.65,-16915779.77
2024-07-25,MBR_006,-21515901.87,678412.04
2024-07-25,MBR_007,103183868.51,5139042.1
2024-07-25,MBR_008,2151056.81,882152.1
2024-07-25,MBR_009,169002081.56,3815694.8
2024-07-25,MBR_010,139824123.12,-6442191.66
2024-07-26,MBR_001,122761021.22,-48368.73
2024-07-26,MBR_002,36496847.9,915383.68
2024-07-26,MBR_003,107698139.11,2611024.24
2024-07-26,MBR_004,-73779784.6,5889279.24
2024-07-26,MBR_005,-151051785.08,-67681.43
2024-07-26,MBR_006,-22344899.49,-828997.62
2024-07-26,MBR_007,102109357.92,-1074510.6
2024-07-26,MBR_008,4539155.88,2388099.08
2024-07-26,MBR_009,168322494.75,-679586.81
2024-07-26,MBR_010,152014792.35,12190669.23
2024-07-29,MBR_001,125488778.28,2727757.06
2024-07-29,MBR_002,36484182.29,-12665.61
2024-07-29,MBR_003,109576530.04,1878390.93
2024-07-29,MBR_004,-74925470.06,-1145685.46
2024-07-29,MBR_005,-141595589.68,9456195.39
2024-07-29,MBR_006,-19384523.56,2960375.93
2024-07-29,MBR_007,101377133.18,-732224.74
2024-07-29,MBR_008,12214176.65,7675020.77
2024-07-29,MBR_009,163547697.41,-4774797.34
2024-07-29,MBR_010,151679385.26,-335407.09
2024-07-30,MBR_001,127295303.18,1806524.9
2024-07-30,MBR_002,36156191.89,-327990.4
2024-07-30,MBR_003,114307504.16,4730974.12
2024-07-30,MBR_004,-73832460.11,1093009.95
2024-07-30,MBR_005,-127496197.92,14099391.76
2024-07-30,MBR_006,-19954840.06,-570316.5
2024-07-30,MBR_007,105311898.1,3934764.93
2024-07-30,MBR_008,8898050.9,-3316125.76
2024-07-30,MBR_009,165800408.72,2252711.3
2024-07-30,MBR_010,150302651.23,-1376734.03
2024-07-31,MBR_001,125101063.03,-2194240.15
2024-07-31,MBR_002,36103115.77,-53076.12
2024-07-31,MBR_003,110921240.77,-3386263.39
2024-07-31,MBR_004,-65328408.54,8504051.57
2024-07-31,MBR_005,-134938689.55,-7442491.63
2024-07-31,MBR_006,-19694699.49,260140.56
2024-07-31,MBR_007,103397912.27,-1913985.84
2024-07-31,MBR_008,5263826.09,-3634224.81
2024-07-31,MBR_009,168751212.5,2950803.78
2024-07-31,MBR_010,151738181.78,1435530.55
2024-08-01,MBR_001,128476738.2,3375675.17
2024-08-01,MBR_002,36203441.35,100325.58
2024-08-01,MBR_003,112446382.16,1525141.39
2024-08-01,MBR_004,-76778301.08,-11449892.54
2024-08-01,MBR_005,-136245125.84,-1306436.29
2024-08-01,MBR_006,-21843078.45,-2148378.96
2024-08-01,MBR_007,102353778.22,-1044134.05
2024-08-01,MBR_008,5882659.55,618833.46
2024-08-01,MBR_009,167238573.22,-1512639.28
2024-08-01,MBR_010,145984570.22,-5753611.56
2024-08-02,MBR_001,128294972.0,-181766.2
2024-08-02,MBR_002,37336496.68,1133055.33
2024-08-02,MBR_003,115124890.69,2678508.53
2024-08-02,MBR_004,-70811359.85,5966941.24
2024-08-02,MBR_005,-142399655.71,-6154529.87
2024-08-02,MBR_006,-21512445.62,330632.83
2024-08-02,MBR_007,100778542.21,-1575236.01
2024-08-02,MBR_008,6029747.33,147087.78
2024-08-02,MBR_009,160117978.7,-7120594.52
2024-08-02,MBR_010,153219266.95,7234696.73
2024-08-05,MBR_001,127310965.1,-984006.9
2024-08-05,MBR_002,35107151.9,-2229344.78
2024-08-05,MBR_003,112141854.3,-2983036.39
2024-08-05,MBR_004,-70292194.91,519164.94
2024-08-05,MBR_005,-126355277.1,16044378.61
2024-08-05,MBR_006,-25274242.55,-3761796.93
2024-08-05,MBR_007,103146294.27,2367752.07
2024-08-05,MBR_008,7542026.16,1512278.82
2024-08-05,MBR_009,160458233.85,340255.14
2024-08-05,MBR_010,152463480.54,-755786.41
2024-08-06,MBR_001,125258265.82,-2052699.28
2024-08-06,MBR_002,36095787.62,988635.72
2024-08-06,MBR_003,110110460.8,-2031393.5
2024-08-06,MBR_004,-79345328.58,-9053133.67
2024-08-06,MBR_005,-125277883.53,1077393.57
2024-08-06,MBR_006,-21903229.65,3371012.9
2024-08-06,MBR_007,98799516.35,-4346777.92
2024-08-06,MBR_008,6640428.59,-901597.56
2024-08-06,MBR_009,159327371.35,-1130862.5
2024-08-06,MBR_010,147316227.06,-5147253.48
2024-08-07,MBR_001,125082424.66,-175841.15
2024-08-07,MBR_002,36877692.16,781904.55
2024-08-07,MBR_003,110705598.56,595137.77
2024-08-07,MBR_004,-73538688.02,5806640.56
2024-08-07,MBR_005,-133914663.27,-8636779.74
2024-08-07,MBR_006,-19627745.86,2275483.8
2024-08-07,MBR_007,105626457.76,6826941.41
2024-08-07,MBR_008,5960635.27,-679793.32
2024-08-07,MBR_009,159418635.57,91264.22
2024-08-07,MBR_010,148196919.86,880692.8
2024-08-08,MBR_001,121911456.0,-3170968.66
2024-08-08,MBR_002,35407398.1,-1470294.07
2024-08-08,MBR_003,111142539.5,436940.94
2024-08-08,MBR_004,-70919797.96,2618890.06
2024-08-08,MBR_005,-128974613.56,4940049.71
2024-08-08,MBR_006,-20793523.12,-1165777.26
2024-08-08,MBR_007,100247365.64,-5379092.11
2024-08-08,MBR_008,5293734.75,-666900.52
2024-08-08,MBR_009,152356346.84,-7062288.73
2024-08-08,MBR_010,146685865.6,-1511054.25
2024-08-09,MBR_001,125943590.3,4032134.3
2024-08-09,MBR_002,36022329.59,614931.49
2024-08-09,MBR_003,110542237.17,-600302.33
2024-08-09,MBR_004,-74356295.6,-3436497.64
2024-08-09,MBR_005,-137188638.45,-8214024.89
2024-08-09,MBR_006,-19394432.21,1399090.91
2024-08-09,MBR_007,99448321.59,-799044.05
2024-08-09,MBR_008,9769263.46,4475528.7
2024-08-09,MBR_009,156354694.18,3998347.34
2024-08-09,MBR_010,150611687.58,3925821.98
2024-08-12,MBR_001,126814682.53,871092.23
2024-08-12,MBR_002,36034629.43,12299.84
2024-08-12,MBR_003,113582200.0,3039962.83
2024-08-12,MBR_004,-65018145.07,9338150.53
2024-08-12,MBR_005,-125766442.15,11422196.3
2024-08-12,MBR_006,-19591551.12,-197118.91
2024-08-12,MBR_007,101039918.04,1591596.45
2024-08-12,MBR_008,6457997.89,-3311265.57
2024-08-12,MBR_009,159605757.69,3251063.51
2024-08-12,MBR_010,155517062.67,4905375.09
2024-08-13,MBR_001,125637358.51,-1177324.02
2024-08-13,MBR_002,38036111.86,2001482.43
2024-08-13,MBR_003,112285911.91,-1296288.09
2024-08-13,MBR_004,-73637264.04,-8619118.97
2024-08-13,MBR_005,-130550481.07,-4784038.92
2024-08-13,MBR_006,-20241992.52,-650441.4
2024-08-13,MBR_007,99559667.79,-1480250.25
2024-08-13,MBR_008,6261843.77,-196154.12
2024-08-13,MBR_009,159960206.14,354448.45
2024-08-13,MBR_010,152609184.62,-2907878.05
2024-08-14,MBR_001,127817503.34,2180144.83
2024-08-14,MBR_002,38006157.76,-29954.1
2024-08-14,MBR_003,115295508.45,3009596.54
2024-08-14,MBR_004,-66882858.19,6754405.85
2024-08-14,MBR_005,-122184391.01,8366090.06
2024-08-14,MBR_006,-19329022.34,912970.18
2024-08-14,MBR_007,99111188.7,-448479.09
2024-08-14,MBR_008,8796160.52,2534316.75
2024-08-14,MBR_009,159668409.17,-291796.97
2024-08-14,MBR_010,148368789.72,-4240394.91
2024-08-15,MBR_001,125597363.94,-2220139.41
2024-08-15,MBR_002,37679550.14,-326607.63
2024-08-15,MBR_003,111363508.71,-3931999.74
2024-08-15,MBR_004,-59093331.77,7789526.43
2024-08-15,MBR_005,-113598420.46,8585970.55
2024-08-15,MBR_006,-11871495.9,7457526.43
2024-08-15,MBR_007,100594981.03,1483792.33
2024-08-15,MBR_008,9870214.93,1074054.41
2024-08-15,MBR_009,163448462.39,3780053.22
2024-08-15,MBR_010,153754961.54,5386171.82
2024-08-16,MBR_001,130581218.68,4983854.74
2024-08-16,MBR_002,38523356.78,843806.63
2024-08-16,MBR_003,113825450.32,2461941.61
2024-08-16,MBR_004,-61150384.51,-2057052.74
2024-08-16,MBR_005,-113574075.1,24345.36
2024-08-16,MBR_006,-13042599.93,-1171104.03
2024-08-16,MBR_007,97999732.8,-2595248.23
2024-08-16,MBR_008,9843378.38,-26836.55
2024-08-16,MBR_009,158680211.51,-4768250.88
2024-08-16,MBR_010,157508857.05,3753895.52
2024-08-19,MBR_001,124727882.05,-5853336.62
2024-08-19,MBR_002,37696648.01,-826708.77
2024-08-19,MBR_003,114201641.93,376191.61
2024-08-19,MBR_004,-65081676.23,-3931291.72
2024-08-19,MBR_005,-126247226.72,-12673151.62
2024-08-19,MBR_006,-11689751.59,1352848.34
2024-08-19,MBR_007,101517671.78,3517938.98
2024-08-19,MBR_008,5409277.84,-4434100.54
2024-08-19,MBR_009,155683751.39,-2996460.13
2024-08-19,MBR_010,154031389.4,-3477467.65
2024-08-20,MBR_001,125868471.76,1140589.7
2024-08-20,MBR_002,37654517.02,-42130.99
2024-08-20,MBR_003,115407834.84,1206192.91
2024-08-20,MBR_004,-70801032.57,-5719356.34
2024-08-20,MBR_005,-132716094.34,-6468867.62
2024-08-20,MBR_006,-11537976.62,151774.97
2024-08-20,MBR_007,100655461.49,-862210.29
2024-08-20,MBR_008,7483815.58,2074537.74
2024-08-20,MBR_009,160379390.52,4695639.13
2024-08-20,MBR_010,152634965.88,-1396423.52
2024-08-21,MBR_001,129349396.24,3480924.49
2024-08-21,MBR_002,37692775.65,38258.64
2024-08-21,MBR_003,118069796.44,2661961.61
2024-08-21,MBR_004,-77361354.53,-6560321.95
2024-08-21,MBR_005,-125658009.16,7058085.19
2024-08-21,MBR_006,-11096851.89,441124.73
2024-08-21,MBR_007,96674997.62,-3980463.87
2024-08-21,MBR_008,8302871.06,819055.49
2024-08-21,MBR_009,170097701.29,9718310.77
2024-08-21,MBR_010,148531505.85,-4103460.03
2024-08-22,MBR_001,128096897.28,-1252498.97
2024-08-22,MBR_002,37603808.88,-88966.77
2024-08-22,MBR_003,118627265.24,557468.79
2024-08-22,MBR_004,-59696071.92,17665282.61
2024-08-22,MBR_005,-128076085.67,-2418076.52
2024-08-22,MBR_006,-12204884.53,-1108032.64
2024-08-22,MBR_007,99184813.08,2509815.46
2024-08-22,MBR_008,11664596.16,3361725.1
2024-08-22,MBR_009,164071711.29,-6025989.99
2024-08-22,MBR_010,160332643.36,11801137.51
2024-08-23,MBR_001,123035175.84,-5061721.44
2024-08-23,MBR_002,37721653.0,117844.12
2024-08-23,MBR_003,116414942.88,-2212322.36
2024-08-23,MBR_004,-70376108.44,-10680036.52
2024-08-23,MBR_005,-123081045.4,4995040.27
2024-08-23,MBR_006,-12241244.73,-36360.2
2024-08-23,MBR_007,100602021.44,1417208.36
2024-08-23,MBR_008,11057203.1,-607393.06
2024-08-23,MBR_009,165213264.16,1141552.87
2024-08-23,MBR_010,152175794.44,-8156848.92
2024-08-26,MBR_001,124677646.05,1642470.21
2024-08-26,MBR_002,38227371.15,505718.15
2024-08-26,MBR_003,113583803.12,-2831139.76
2024-08-26,MBR_004,-64990637.68,5385470.76
2024-08-26,MBR_005,-116103548.94,6977496.46
2024-08-26,MBR_006,-11727675.81,513568.92
2024-08-26,MBR_007,98430130.94,-2171890.5
2024-08-26,MBR_008,8145157.71,-2912045.39
2024-08-26,MBR_009,164793076.58,-420187.59
2024-08-26,MBR_010,147230141.7,-4945652.74
2024-08-27,MBR_001,124494294.86,-183351.18
2024-08-27,MBR_002,36257325.32,-1970045.83
2024-08-27,MBR_003,113829545.02,245741.9
2024-08-27,MBR_004,-66537907.79,-1547270.11
2024-08-27,MBR_005,-122579872.71,-6476323.77
2024-08-27,MBR_006,-11581159.93,146515.88
2024-08-27,MBR_007,97521008.79,-909122.15
2024-08-27,MBR_008,6949142.55,-1196015.16
2024-08-27,MBR_009,166851203.62,2058127.05
2024-08-27,MBR_010,145641041.14,-1589100.56
2024-08-28,MBR_001,123327596.82,-1166698.04
2024-08-28,MBR_002,35498985.06,-758340.26
2024-08-28,MBR_003,106574699.1,-7254845.92
2024-08-28,MBR_004,-72328002.17,-5790094.37
2024-08-28,MBR_005,-122439516.29,140356.42
2024-08-28,MBR_006,-11363614.74,217545.19
2024-08-28,MBR_007,97094715.72,-426293.06
2024-08-28,MBR_008,6266536.59,-682605.96
2024-08-28,MBR_009,170092782.41,3241578.79
2024-08-28,MBR_010,146264423.82,623382.68
2024-08-29,MBR_001,119890073.81,-3437523.01
2024-08-29,MBR_002,35984847.66,485862.6
2024-08-29,MBR_003,107418821.67,844122.57
2024-08-29,MBR_004,-72409682.12,-81679.95
2024-08-29,MBR_005,-120353166.3,2086349.99
2024-08-29,MBR_006,-12255631.97,-892017.24
2024-08-29,MBR_007,97280722.37,186006.65
2024-08-29,MBR_008,10227508.37,3960971.78
2024-08-29,MBR_009,169909319.38,-183463.02
2024-08-29,MBR_010,149587396.98,3322973.16
2024-08-30,MBR_001,124490746.28,4600672.46
2024-08-30,MBR_002,35178533.85,-806313.81
2024-08-30,MBR_003,103791337.24,-3627484.44
2024-08-30,MBR_004,-79429264.61,-7019582.49
2024-08-30,MBR_005,-124676634.4,-4323468.1
2024-08-30,MBR_006,-14637765.05,-2382133.07
2024-08-30,MBR_007,95287746.37,-1992976.0
2024-08-30,MBR_008,4662046.68,-5565461.7
2024-08-30,MBR_009,175247527.4,5338208.02
2024-08-30,MBR_010,146720953.15,-2866443.83
2024-09-02,MBR_001,121804428.56,-2686317.72
2024-09-02,MBR_002,33629627.48,-1548906.38
2024-09-02,MBR_003,108246630.24,4455293.0
2024-09-02,MBR_004,-67778629.76,11650634.86
2024-09-02,MBR_005,-119968270.29,4708364.11
2024-09-02,MBR_006,-8955709.48,5682055.57
2024-09-02,MBR_007,94751231.97,-536514.41
2024-09-02,MBR_008,7010363.01,2348316.34
2024-09-02,MBR_009,176849462.18,1601934.77
2024-09-02,MBR_010,148978815.42,2257862.27
2024-09-03,MBR_001,121718950.25,-85478.31
2024-09-03,MBR_002,34759966.28,1130338.79
2024-09-03,MBR_003,103414917.32,-4831712.92
2024-09-03,MBR_004,-74886337.34,-7107707.59
2024-09-03,MBR_005,-119734694.11,233576.18
2024-09-03,MBR_006,-8075576.05,880133.42
2024-09-03,MBR_007,99561136.17,4809904.2
2024-09-03,MBR_008,3392714.03,-3617648.98
2024-09-03,MBR_009,173516963.52,-3332498.66
2024-09-03,MBR_010,145053413.25,-3925402.17
2024-09-04,MBR_001,123357836.44,1638886.19
2024-09-04,MBR_002,34822414.47,62448.19
2024-09-04,MBR_003,107064735.76,3649818.43
2024-09-04,MBR_004,-73993477.35,892860.0
2024-09-04,MBR_005,-125729268.5,-5994574.39
2024-09-04,MBR_006,-8312264.13,-236688.08
2024-09-04,MBR_007,97205970.8,-2355165.37
2024-09-04,MBR_008,7201615.16,3808901.13
2024-09-04,MBR_009,176125676.48,2608712.96
2024-09-04,MBR_010,141765840.75,-3287572.5
2024-09-05,MBR_001,121900282.24,-1457554.2
2024-09-05,MBR_002,35072161.6,249747.13
2024-09-05,MBR_003,108910487.23,1845751.47
2024-09-05,MBR_004,-57262831.51,16730645.83
2024-09-05,MBR_005,-127409781.91,-1680513.41
2024-09-05,MBR_006,-8584561.25,-272297.12
2024-09-05,MBR_007,96111902.72,-1094068.08
2024-09-05,MBR_008,5890414.46,-1311200.7
2024-09-05,MBR_009,176498438.36,372761.89
2024-09-05,MBR_010,146596835.4,4830994.65
2024-09-06,MBR_001,124261494.8,2361212.56
2024-09-06,MBR_002,35433044.38,360882.79
2024-09-06,MBR_003,105962563.04,-2947924.19
2024-09-06,MBR_004,-68627466.72,-11364635.21
