date,member_id,instrument_id,quantity,market_value,delta_equiv,vega_equiv
2025-08-22,MBR_004,FV1,529,61275075.1,529000.0,0.0
2025-08-22,MBR_004,US1,-369,-44920325.7,-369000.0,0.0
2025-08-22,MBR_004,ES1,407,96054391.12,20350.0,0.0
2025-08-22,MBR_004,NQ1,-407,-84730115.51,-8140.0,0.0
2025-08-25,MBR_004,TY1,-411,-46536297.0,-411000.0,0.0
2025-08-25,MBR_004,FV1,564,65358801.6,564000.0,0.0
2025-08-25,MBR_004,US1,-369,-44876377.8,-369000.0,0.0
2025-08-25,MBR_004,ES1,420,101121197.1,21000.0,0.0
2025-08-25,MBR_004,NQ1,-411,-83379440.95,-8220.0,0.0
2025-08-26,MBR_004,TY1,-404,-45920942.8,-404000.0,0.0
2025-08-26,MBR_004,FV1,501,58187743.2,501000.0,0.0
2025-08-26,MBR_004,US1,-390,-47022417.0,-390000.0,0.0
2025-08-26,MBR_004,ES1,413,97426892.04,20650.0,0.0
2025-08-26,MBR_004,NQ1,-404,-81339270.51,-8080.0,0.0
2025-08-27,MBR_004,TY1,-424,-48391247.2,-424000.0,0.0
2025-08-27,MBR_004,FV1,561,65100010.8,561000.0,0.0
2025-08-27,MBR_004,US1,-375,-45088687.5,-375000.0,0.0
2025-08-27,MBR_004,ES1,419,96799623.74,20950.0,0.0
2025-08-27,MBR_004,NQ1,-407,-80758191.12,-8140.0,0.0
2025-08-28,MBR_004,TY1,-394,-45078249.2,-394000.0,0.0
2025-08-28,MBR_004,FV1,554,64303832.6,554000.0,0.0
2025-08-28,MBR_004,US1,-375,-45417450.0,-375000.0,0.0
2025-08-28,MBR_004,ES1,449,102642549.44,22450.0,0.0
2025-08-28,MBR_004,NQ1,-412,-82458326.84,-8240.0,0.0
2025-08-29,MBR_004,TY1,-412,-46820174.4,-412000.0,0.0
2025-08-29,MBR_004,FV1,528,61468545.6,528000.0,0.0
2025-08-29,MBR_004,US1,-395,-47789154.0,-395000.0,0.0
2025-08-29,MBR_004,ES1,410,100169566.15,20500.0,0.0
2025-08-29,MBR_004,NQ1,-398,-79943132.52,-7960.0,0.0
2025-09-01,MBR_004,TY1,-438,-49907253.0,-438000.0,0.0
2025-09-01,MBR_004,FV1,547,63864055.1,547000.0,0.0
2025-09-01,MBR_004,US1,-389,-46906825.9,-389000.0,0.0
2025-09-01,MBR_004,ES1,417,100746974.82,20850.0,0.0
2025-09-01,MBR_004,NQ1,-422,-84775872.87,-8440.0,0.0
2025-09-02,MBR_004,TY1,-411,-46976354.7,-411000.0,0.0
2025-09-02,MBR_004,FV1,508,59267598.0,508000.0,0.0
2025-09-02,MBR_004,US1,-370,-44377467.0,-370000.0,0.0
2025-09-02,MBR_004,ES1,413,100191179.52,20650.0,0.0
2025-09-02,MBR_004,NQ1,-420,-87869260.92,-8400.0,0.0
2025-09-03,MBR_004,TY1,-424,-48316920.0,-424000.0,0.0
2025-09-03,MBR_004,FV1,549,63493387.2,549000.0,0.0
2025-09-03,MBR_004,US1,-378,-45574099.2,-378000.0,0.0
2025-09-03,MBR_004,ES1,395,95615189.15,19750.0,0.0
2025-09-03,MBR_004,NQ1,-406,-86759844.39,-8120.0,0.0
2025-09-04,MBR_004,TY1,-425,-48132865.0,-425000.0,0.0
2025-09-04,MBR_004,FV1,521,60239843.5,521000.0,0.0
2025-09-04,MBR_004,US1,-372,-44813575.2,-372000.0,0.0
2025-09-04,MBR_004,ES1,417,102902712.62,20850.0,0.0
2025-09-04,MBR_004,NQ1,-435,-92832439.11,-8700.0,0.0
2025-09-05,MBR_004,TY1,-396,-44888263.2,-396000.0,0.0
2025-09-05,MBR_004,FV1,549,63423828.9,549000.0,0.0
2025-09-05,MBR_004,US1,-377,-44747034.8,-377000.0,0.0
2025-09-05,MBR_004,ES1,400,98656146.0,20000.0,0.0
2025-09-05,MBR_004,NQ1,-408,-88595419.49,-8160.0,0.0
2025-09-08,MBR_004,TY1,-420,-47981892.0,-420000.0,0.0
2025-09-08,MBR_004,FV1,555,64230039.0,555000.0,0.0
2025-09-08,MBR_004,US1,-364,-43562318.8,-364000.0,0.0
2025-09-08,MBR_004,ES1,431,107445685.98,21550.0,0.0
2025-09-08,MBR_004,NQ1,-388,-85402562.05,-7760.0,0.0
2025-09-09,MBR_004,TY1,-413,-47036528.7,-413000.0,0.0
2025-09-09,MBR_004,FV1,540,62468982.0,540000.0,0.0
2025-09-09,MBR_004,US1,-386,-45601499.6,-386000.0,0.0
2025-09-09,MBR_004,ES1,403,100345512.93,20150.0,0.0
2025-09-09,MBR_004,NQ1,-430,-93253371.58,-8600.0,0.0
2025-09-10,MBR_004,TY1,-422,-47989797.8,-422000.0,0.0
2025-09-10,MBR_004,FV1,531,61318552.5,531000.0,0.0
2025-09-10,MBR_004,US1,-387,-46090035.9,-387000.0,0.0
2025-09-10,MBR_004,ES1,399,98363235.6,19950.0,0.0
2025-09-10,MBR_004,NQ1,-406,-87414404.08,-8120.0,0.0
2025-09-11,MBR_004,TY1,-410,-46828642.0,-410000.0,0.0
2025-09-11,MBR_004,FV1,548,63283752.4,548000.0,0.0
2025-09-11,MBR_004,US1,-363,-43318895.4,-363000.0,0.0
2025-09-11,MBR_004,ES1,392,96924226.56,19600.0,0.0
2025-09-11,MBR_004,NQ1,-393,-84487257.9,-7860.0,0.0
2025-09-12,MBR_004,TY1,-404,-46136032.4,-404000.0,0.0
2025-09-12,MBR_004,FV1,541,62347058.1,541000.0,0.0
2025-09-12,MBR_004,US1,-383,-45824494.6,-383000.0,0.0
2025-09-12,MBR_004,ES1,388,96310890.66,19400.0,0.0
2025-09-12,MBR_004,NQ1,-406,-87605526.96,-8120.0,0.0
2025-09-15,MBR_004,TY1,-413,-47197557.4,-413000.0,0.0
2025-09-15,MBR_004,FV1,529,61437213.6,529000.0,0.0
2025-09-15,MBR_004,US1,-378,-45003092.4,-378000.0,0.0
2025-09-15,MBR_004,ES1,413,101652900.09,20650.0,0.0
2025-09-15,MBR_004,NQ1,-416,-89129549.18,-8320.0,0.0
2025-09-16,MBR_004,TY1,-392,-44770202.4,-392000.0,0.0
2025-09-16,MBR_004,FV1,496,58087849.6,496000.0,0.0
2025-09-16,MBR_004,US1,-393,-46993761.0,-393000.0,0.0
2025-09-16,MBR_004,ES1,424,103366875.2,21200.0,0.0
2025-09-16,MBR_004,NQ1,-401,-87007557.25,-8020.0,0.0
2025-09-17,MBR_004,TY1,-427,-48998805.1,-427000.0,0.0
2025-09-17,MBR_004,FV1,578,67608255.4,578000.0,0.0
2025-09-17,MBR_004,US1,-390,-46809711.0,-390000.0,0.0
2025-09-17,MBR_004,ES1,415,101702800.85,20750.0,0.0
2025-09-17,MBR_004,NQ1,-418,-88304171.16,-8360.0,0.0
2025-09-18,MBR_004,TY1,-420,-48166146.0,-420000.0,0.0
2025-09-18,MBR_004,FV1,544,63493232.0,544000.0,0.0
2025-09-18,MBR_004,US1,-386,-46234346.6,-386000.0,0.0
2025-09-18,MBR_004,ES1,411,100576356.63,20550.0,0.0
2025-09-18,MBR_004,NQ1,-404,-87269113.02,-8080.0,0.0
2025-09-19,MBR_004,TY1,-409,-46964120.3,-409000.0,0.0
2025-09-19,MBR_004,FV1,530,61719666.0,530000.0,0.0
2025-09-19,MBR_004,US1,-378,-44769564.0,-378000.0,0.0
2025-09-19,MBR_004,ES1,434,104725868.73,21700.0,0.0
2025-09-19,MBR_004,NQ1,-379,-79034511.83,-7580.0,0.0
2025-09-22,MBR_004,TY1,-446,-51152632.0,-446000.0,0.0
2025-09-22,MBR_004,FV1,529,61640878.6,529000.0,0.0
2025-09-22,MBR_004,US1,-376,-44815740.8,-376000.0,0.0
2025-09-22,MBR_004,ES1,416,101035939.68,20800.0,0.0
2025-09-22,MBR_004,NQ1,-430,-87270087.56,-8600.0,0.0
2025-09-23,MBR_004,TY1,-427,-49283998.4,-427000.0,0.0
2025-09-23,MBR_004,FV1,551,64236902.4,551000.0,0.0
2025-09-23,MBR_004,US1,-341,-40843854.7,-341000.0,0.0
2025-09-23,MBR_004,ES1,426,102901073.19,21300.0,0.0
2025-09-23,MBR_004,NQ1,-395,-78272605.92,-7900.0,0.0
2025-09-24,MBR_004,TY1,-424,-48823557.6,-424000.0,0.0
2025-09-24,MBR_004,FV1,525,61297530.0,525000.0,0.0
2025-09-24,MBR_004,US1,-377,-44528450.2,-377000.0,0.0
2025-09-24,MBR_004,ES1,431,106591849.12,21550.0,0.0
2025-09-24,MBR_004,NQ1,-420,-83671990.92,-8400.0,0.0
2025-09-25,MBR_004,TY1,-421,-48727803.0,-421000.0,0.0
2025-09-25,MBR_004,FV1,533,62462589.8,533000.0,0.0
2025-09-25,MBR_004,US1,-380,-45423490.0,-380000.0,0.0
2025-09-25,MBR_004,ES1,418,102954848.37,20900.0,0.0
2025-09-25,MBR_004,NQ1,-407,-81728075.37,-8140.0,0.0
2025-09-26,MBR_004,TY1,-429,-49631953.8,-429000.0,0.0
2025-09-26,MBR_004,FV1,528,62067984.0,528000.0,0.0
2025-09-26,MBR_004,US1,-379,-44685653.9,-379000.0,0.0
2025-09-26,MBR_004,ES1,407,101369249.46,20350.0,0.0
2025-09-26,MBR_004,NQ1,-401,-80832454.79,-8020.0,0.0
2025-09-29,MBR_004,TY1,-405,-46864170.0,-405000.0,0.0
2025-09-29,MBR_004,FV1,579,67773629.1,579000.0,0.0
2025-09-29,MBR_004,US1,-373,-44164990.4,-373000.0,0.0
2025-09-29,MBR_004,ES1,394,96742696.96,19700.0,0.0
2025-09-29,MBR_004,NQ1,-394,-78895056.44,-7880.0,0.0
2025-09-30,MBR_004,TY1,-431,-49818729.7,-431000.0,0.0
2025-09-30,MBR_004,FV1,530,61950216.0,530000.0,0.0
2025-09-30,MBR_004,US1,-369,-43447646.7,-369000.0,0.0
2025-09-30,MBR_004,ES1,411,98946817.66,20550.0,0.0
2025-09-30,MBR_004,NQ1,-412,-83035927.77,-8240.0,0.0
2025-10-01,MBR_004,TY1,-444,-52085906.4,-444000.0,0.0
2025-10-01,MBR_004,FV1,533,62240488.7,533000.0,0.0
2025-10-01,MBR_004,US1,-383,-44056566.6,-383000.0,0.0
2025-10-01,MBR_004,ES1,404,97884564.1,20200.0,0.0
2025-10-01,MBR_004,NQ1,-411,-81835855.64,-8220.0,0.0
2025-10-02,MBR_004,TY1,-431,-50391485.6,-431000.0,0.0
2025-10-02,MBR_004,FV1,518,60475982.0,518000.0,0.0
2025-10-02,MBR_004,US1,-386,-44329205.0,-386000.0,0.0
2025-10-02,MBR_004,ES1,418,102543164.35,20900.0,0.0
2025-10-02,MBR_004,NQ1,-432,-84877030.66,-8640.0,0.0
2025-10-03,MBR_004,TY1,-410,-48026867.0,-410000.0,0.0
2025-10-03,MBR_004,FV1,549,64249030.8,549000.0,0.0
2025-10-03,MBR_004,US1,-365,-42002557.5,-365000.0,0.0
2025-10-03,MBR_004,ES1,406,99192499.0,20300.0,0.0
2025-10-03,MBR_004,NQ1,-407,-79171002.64,-8140.0,0.0
2025-10-06,MBR_004,TY1,-402,-46969800.6,-402000.0,0.0
2025-10-06,MBR_004,FV1,527,61076243.4,527000.0,0.0
2025-10-06,MBR_004,US1,-397,-46029212.2,-397000.0,0.0
2025-10-06,MBR_004,ES1,413,100982413.18,20650.0,0.0
2025-10-06,MBR_004,NQ1,-413,-79116316.92,-8260.0,0.0
2025-10-07,MBR_004,TY1,-416,-48195555.2,-416000.0,0.0
2025-10-07,MBR_004,FV1,525,60558592.5,525000.0,0.0
2025-10-07,MBR_004,US1,-383,-44342974.0,-383000.0,0.0
2025-10-07,MBR_004,ES1,417,102554211.12,20850.0,0.0
2025-10-07,MBR_004,NQ1,-406,-77309878.52,-8120.0,0.0
2025-10-08,MBR_004,TY1,-418,-48542841.6,-418000.0,0.0
2025-10-08,MBR_004,FV1,504,58422067.2,504000.0,0.0
2025-10-08,MBR_004,US1,-389,-45172547.2,-389000.0,0.0
2025-10-08,MBR_004,ES1,399,100300604.04,19950.0,0.0
2025-10-08,MBR_004,NQ1,-375,-71441174.25,-7500.0,0.0
2025-10-09,MBR_004,TY1,-420,-48217302.0,-420000.0,0.0
2025-10-09,MBR_004,FV1,529,61312210.9,529000.0,0.0
2025-10-09,MBR_004,US1,-374,-43007045.4,-374000.0,0.0
2025-10-09,MBR_004,ES1,393,97473001.66,19650.0,0.0
2025-10-09,MBR_004,NQ1,-404,-76640848.28,-8080.0,0.0
2025-10-10,MBR_004,TY1,-401,-45737217.9,-401000.0,0.0
2025-10-10,MBR_004,FV1,555,64572585.0,555000.0,0.0
2025-10-10,MBR_004,US1,-385,-44285241.0,-385000.0,0.0
2025-10-10,MBR_004,ES1,435,107690585.78,21750.0,0.0
2025-10-10,MBR_004,NQ1,-387,-71274141.4,-7740.0,0.0
2025-10-13,MBR_004,TY1,-441,-50500982.7,-441000.0,0.0
2025-10-13,MBR_004,FV1,540,62593182.0,540000.0,0.0
2025-10-13,MBR_004,US1,-384,-44047372.8,-384000.0,0.0
2025-10-13,MBR_004,ES1,403,101392581.48,20150.0,0.0
2025-10-13,MBR_004,NQ1,-414,-77317335.9,-8280.0,0.0
2025-10-14,MBR_004,TY1,-428,-50198707.6,-428000.0,0.0
2025-10-14,MBR_004,FV1,559,64935787.8,559000.0,0.0
2025-10-14,MBR_004,US1,-378,-42889732.2,-378000.0,0.0
2025-10-14,MBR_004,ES1,414,103392331.02,20700.0,0.0
2025-10-14,MBR_004,NQ1,-390,-74139435.24,-7800.0,0.0
2025-10-15,MBR_004,TY1,-421,-49344652.2,-421000.0,0.0
2025-10-15,MBR_004,FV1,543,63106482.6,543000.0,0.0
2025-10-15,MBR_004,US1,-389,-44529841.4,-389000.0,0.0
2025-10-15,MBR_004,ES1,416,104155552.8,20800.0,0.0
2025-10-15,MBR_004,NQ1,-381,-70710289.11,-7620.0,0.0
2025-10-16,MBR_004,TY1,-410,-48286274.0,-410000.0,0.0
2025-10-16,MBR_004,FV1,532,61754985.6,532000.0,0.0
2025-10-16,MBR_004,US1,-383,-43481415.5,-383000.0,0.0
2025-10-16,MBR_004,ES1,411,103653334.85,20550.0,0.0
2025-10-16,MBR_004,NQ1,-399,-74826430.69,-7980.0,0.0
2025-10-17,MBR_004,TY1,-426,-50099559.6,-426000.0,0.0
2025-10-17,MBR_004,FV1,542,62752001.2,542000.0,0.0
2025-10-17,MBR_004,US1,-378,-42179092.2,-378000.0,0.0
2025-10-17,MBR_004,ES1,425,105788928.12,21250.0,0.0
2025-10-17,MBR_004,NQ1,-412,-75550194.3,-8240.0,0.0
2025-10-20,MBR_004,TY1,-397,-46949934.6,-397000.0,0.0
2025-10-20,MBR_004,FV1,548,63373350.4,548000.0,0.0
2025-10-20,MBR_004,US1,-389,-43407809.8,-389000.0,0.0
2025-10-20,MBR_004,ES1,400,99007802.0,20000.0,0.0
2025-10-20,MBR_004,NQ1,-416,-76979505.41,-8320.0,0.0
2025-10-21,MBR_004,TY1,-425,-50274482.5,-425000.0,0.0
2025-10-21,MBR_004,FV1,526,60938046.8,526000.0,0.0
2025-10-21,MBR_004,US1,-368,-40831734.4,-368000.0,0.0
2025-10-21,MBR_004,ES1,423,105934717.76,21150.0,0.0
2025-10-21,MBR_004,NQ1,-408,-74942725.2,-8160.0,0.0
2025-10-22,MBR_004,TY1,-413,-48886190.5,-413000.0,0.0
2025-10-22,MBR_004,FV1,540,62609328.0,540000.0,0.0
2025-10-22,MBR_004,US1,-368,-40867136.0,-368000.0,0.0
2025-10-22,MBR_004,ES1,413,103198292.4,20650.0,0.0
2025-10-22,MBR_004,NQ1,-418,-76247464.44,-8360.0,0.0
2025-10-23,MBR_004,TY1,-404,-48032166.0,-404000.0,0.0
2025-10-23,MBR_004,FV1,543,62919201.9,543000.0,0.0
2025-10-23,MBR_004,US1,-367,-40579557.0,-367000.0,0.0
2025-10-23,MBR_004,ES1,396,99260001.72,19800.0,0.0
2025-10-23,MBR_004,NQ1,-400,-72993527.2,-8000.0,0.0
2025-10-24,MBR_004,TY1,-400,-47445680.0,-400000.0,0.0
2025-10-24,MBR_004,FV1,524,60666309.6,524000.0,0.0
2025-10-24,MBR_004,US1,-377,-41823324.4,-377000.0,0.0
2025-10-24,MBR_004,ES1,407,102951718.38,20350.0,0.0
2025-10-24,MBR_004,NQ1,-390,-71320204.8,-7800.0,0.0
2025-10-27,MBR_004,TY1,-431,-51039063.1,-431000.0,0.0
2025-10-27,MBR_004,FV1,524,60625018.4,524000.0,0.0
2025-10-27,MBR_004,US1,-375,-41360887.5,-375000.0,0.0
2025-10-27,MBR_004,ES1,401,100958083.79,20050.0,0.0
2025-10-27,MBR_004,NQ1,-415,-76470868.91,-8300.0,0.0
2025-10-28,MBR_004,TY1,-403,-47713507.4,-403000.0,0.0
2025-10-28,MBR_004,FV1,515,59367706.5,515000.0,0.0
2025-10-28,MBR_004,US1,-382,-42064273.8,-382000.0,0.0
2025-10-28,MBR_004,ES1,436,107766673.72,21800.0,0.0
2025-10-28,MBR_004,NQ1,-395,-73698358.19,-7900.0,0.0
2025-10-29,MBR_004,TY1,-434,-51488327.8,-434000.0,0.0
2025-10-29,MBR_004,FV1,545,62729990.5,545000.0,0.0
2025-10-29,MBR_004,US1,-373,-41022017.8,-373000.0,0.0
2025-10-29,MBR_004,ES1,424,104401346.16,21200.0,0.0
2025-10-29,MBR_004,NQ1,-405,-72099151.38,-8100.0,0.0
2025-10-30,MBR_004,TY1,-419,-49745188.4,-419000.0,0.0
2025-10-30,MBR_004,FV1,536,61422705.6,536000.0,0.0
2025-10-30,MBR_004,US1,-368,-40303028.8,-368000.0,0.0
2025-10-30,MBR_004,ES1,397,98513249.38,19850.0,0.0
2025-10-30,MBR_004,NQ1,-402,-71679196.92,-8040.0,0.0
2025-10-31,MBR_004,TY1,-444,-52865259.6,-444000.0,0.0
2025-10-31,MBR_004,FV1,527,60228247.7,527000.0,0.0
2025-10-31,MBR_004,US1,-377,-41311660.0,-377000.0,0.0
2025-10-31,MBR_004,ES1,430,106531996.9,21500.0,0.0
2025-10-31,MBR_004,NQ1,-426,-74523754.99,-8520.0,0.0
2025-11-03,MBR_004,TY1,-417,-49353534.6,-417000.0,0.0
2025-11-03,MBR_004,FV1,542,61758461.0,542000.0,0.0
2025-11-03,MBR_004,US1,-377,-41704041.6,-377000.0,0.0
2025-11-03,MBR_004,ES1,410,103688633.05,20500.0,0.0
2025-11-03,MBR_004,NQ1,-394,-68181515.61,-7880.0,0.0
2025-11-04,MBR_004,TY1,-424,-50438743.2,-424000.0,0.0
2025-11-04,MBR_004,FV1,551,62955111.1,551000.0,0.0
2025-11-04,MBR_004,US1,-382,-42111985.6,-382000.0,0.0
2025-11-04,MBR_004,ES1,409,103088188.24,20450.0,0.0
2025-11-04,MBR_004,NQ1,-397,-70580152.72,-7940.0,0.0
2025-11-05,MBR_004,TY1,-413,-49168310.8,-413000.0,0.0
2025-11-05,MBR_004,FV1,538,61444872.4,538000.0,0.0
2025-11-05,MBR_004,US1,-367,-40464062.1,-367000.0,0.0
2025-11-05,MBR_004,ES1,414,104022269.28,20700.0,0.0
2025-11-05,MBR_004,NQ1,-419,-74465090.62,-8380.0,0.0
2025-11-06,MBR_004,TY1,-429,-51227705.1,-429000.0,0.0
2025-11-06,MBR_004,FV1,537,60944667.0,537000.0,0.0
2025-11-06,MBR_004,US1,-373,-41332391.1,-373000.0,0.0
2025-11-06,MBR_004,ES1,394,101723380.98,19700.0,0.0
2025-11-06,MBR_004,NQ1,-408,-72469116.67,-8160.0,0.0
2025-11-07,MBR_004,TY1,-417,-49766990.1,-417000.0,0.0
2025-11-07,MBR_004,FV1,539,61266890.3,539000.0,0.0
2025-11-07,MBR_004,US1,-365,-40236687.5,-365000.0,0.0
2025-11-07,MBR_004,ES1,400,103607344.0,20000.0,0.0
2025-11-07,MBR_004,NQ1,-388,-69355543.2,-7760.0,0.0
2025-11-10,MBR_004,TY1,-410,-49023495.0,-410000.0,0.0
2025-11-10,MBR_004,FV1,544,61768099.2,544000.0,0.0
2025-11-10,MBR_004,US1,-365,-40134122.5,-365000.0,0.0
2025-11-10,MBR_004,ES1,405,103966367.4,20250.0,0.0
2025-11-10,MBR_004,NQ1,-413,-73467672.96,-8260.0,0.0
2025-11-11,MBR_004,TY1,-421,-50123965.3,-421000.0,0.0
2025-11-11,MBR_004,FV1,515,58780349.0,515000.0,0.0
2025-11-11,MBR_004,US1,-381,-41579787.3,-381000.0,0.0
2025-11-11,MBR_004,ES1,407,104565685.02,20350.0,0.0
2025-11-11,MBR_004,NQ1,-415,-75663623.36,-8300.0,0.0
2025-11-12,MBR_004,TY1,-439,-52074092.2,-439000.0,0.0
2025-11-12,MBR_004,FV1,531,60450314.4,531000.0,0.0
2025-11-12,MBR_004,US1,-384,-41874777.6,-384000.0,0.0
2025-11-12,MBR_004,ES1,408,100971811.44,20400.0,0.0
2025-11-12,MBR_004,NQ1,-408,-72689710.85,-8160.0,0.0
2025-11-13,MBR_004,TY1,-426,-50497912.2,-426000.0,0.0
2025-11-13,MBR_004,FV1,534,60825323.4,534000.0,0.0
2025-11-13,MBR_004,US1,-378,-41343636.6,-378000.0,0.0
2025-11-13,MBR_004,ES1,417,104629559.66,20850.0,0.0
2025-11-13,MBR_004,NQ1,-389,-70841687.03,-7780.0,0.0
2025-11-14,MBR_004,TY1,-409,-48307153.6,-409000.0,0.0
2025-11-14,MBR_004,FV1,556,63092711.6,556000.0,0.0
2025-11-14,MBR_004,US1,-363,-39603009.6,-363000.0,0.0
2025-11-14,MBR_004,ES1,408,102120033.6,20400.0,0.0
2025-11-14,MBR_004,NQ1,-420,-76944225.12,-8400.0,0.0
2025-11-17,MBR_004,TY1,-430,-50870677.0,-430000.0,0.0
2025-11-17,MBR_004,FV1,549,62221354.2,549000.0,0.0
2025-11-17,MBR_004,US1,-372,-40702342.8,-372000.0,0.0
2025-11-17,MBR_004,ES1,429,105208616.37,21450.0,0.0
2025-11-17,MBR_004,NQ1,-407,-77789971.05,-8140.0,0.0
2025-11-18,MBR_004,TY1,-436,-52002461.2,-436000.0,0.0
2025-11-18,MBR_004,FV1,546,61734527.4,546000.0,0.0
2025-11-18,MBR_004,US1,-378,-41187636.0,-378000.0,0.0
2025-11-18,MBR_004,ES1,416,102488543.04,20800.0,0.0
2025-11-18,MBR_004,NQ1,-404,-76483569.46,-8080.0,0.0
2025-11-19,MBR_004,TY1,-419,-50154509.5,-419000.0,0.0
2025-11-19,MBR_004,FV1,550,62156875.0,550000.0,0.0
2025-11-19,MBR_004,US1,-378,-41323716.0,-378000.0,0.0
2025-11-19,MBR_004,ES1,419,103553407.23,20950.0,0.0
2025-11-19,MBR_004,NQ1,-415,-78297552.83,-8300.0,0.0
2025-11-20,MBR_004,TY1,-436,-52122186.8,-436000.0,0.0
2025-11-20,MBR_004,FV1,554,62646541.6,554000.0,0.0
2025-11-20,MBR_004,US1,-395,-43497123.5,-395000.0,0.0
2025-11-20,MBR_004,ES1,423,106514978.58,21150.0,0.0
2025-11-20,MBR_004,NQ1,-417,-83199588.97,-8340.0,0.0
2025-11-21,MBR_004,TY1,-417,-49975114.8,-417000.0,0.0
2025-11-21,MBR_004,FV1,517,58546372.5,517000.0,0.0
2025-11-21,MBR_004,US1,-395,-43798943.0,-395000.0,0.0
2025-11-21,MBR_004,ES1,411,103775956.7,20550.0,0.0
2025-11-21,MBR_004,NQ1,-407,-79856263.65,-8140.0,0.0
2025-11-24,MBR_004,TY1,-439,-53000952.9,-439000.0,0.0
2025-11-24,MBR_004,FV1,533,60335226.9,533000.0,0.0
2025-11-24,MBR_004,US1,-390,-42718065.0,-390000.0,0.0
2025-11-24,MBR_004,ES1,379,94601356.2,18950.0,0.0
2025-11-24,MBR_004,NQ1,-417,-81557674.82,-8340.0,0.0
2025-11-25,MBR_004,TY1,-420,-50526462.0,-420000.0,0.0
2025-11-25,MBR_004,FV1,544,61637430.4,544000.0,0.0
2025-11-25,MBR_004,US1,-389,-42453748.4,-389000.0,0.0
2025-11-25,MBR_004,ES1,403,99382488.01,20150.0,0.0
2025-11-25,MBR_004,NQ1,-397,-77172929.25,-7940.0,0.0
2025-11-26,MBR_004,TY1,-395,-47690246.0,-395000.0,0.0
2025-11-26,MBR_004,FV1,511,57755110.7,511000.0,0.0
2025-11-26,MBR_004,US1,-372,-40461807.6,-372000.0,0.0
2025-11-26,MBR_004,ES1,414,103517359.02,20700.0,0.0
2025-11-26,MBR_004,NQ1,-396,-78381336.53,-7920.0,0.0
2025-11-27,MBR_004,TY1,-424,-51155600.0,-424000.0,0.0
2025-11-27,MBR_004,FV1,547,61514744.8,547000.0,0.0
2025-11-27,MBR_004,US1,-383,-41475721.1,-383000.0,0.0
2025-11-27,MBR_004,ES1,412,102489937.82,20600.0,0.0
2025-11-27,MBR_004,NQ1,-407,-81687075.01,-8140.0,0.0
2025-11-28,MBR_004,TY1,-417,-50194540.2,-417000.0,0.0
2025-11-28,MBR_004,FV1,533,60112539.5,533000.0,0.0
2025-11-28,MBR_004,US1,-392,-42948774.4,-392000.0,0.0
2025-11-28,MBR_004,ES1,423,104995444.14,21150.0,0.0
2025-11-28,MBR_004,NQ1,-392,-78276298.91,-7840.0,0.0
2025-12-01,MBR_004,TY1,-432,-52137993.6,-432000.0,0.0
2025-12-01,MBR_004,FV1,519,58658158.5,519000.0,0.0
2025-12-01,MBR_004,US1,-357,-38962908.6,-357000.0,0.0
2025-12-01,MBR_004,ES1,397,98512248.94,19850.0,0.0
2025-12-01,MBR_004,NQ1,-405,-79904613.51,-8100.0,0.0
2025-12-02,MBR_004,TY1,-433,-52229066.2,-433000.0,0.0
2025-12-02,MBR_004,FV1,563,63628514.7,563000.0,0.0
2025-12-02,MBR_004,US1,-375,-40369275.0,-375000.0,0.0
2025-12-02,MBR_004,ES1,397,98580644.1,19850.0,0.0
2025-12-02,MBR_004,NQ1,-391,-76647644.76,-7820.0,0.0
2025-12-03,MBR_004,TY1,-397,-47752986.2,-397000.0,0.0
2025-12-03,MBR_004,FV1,543,61365678.9,543000.0,0.0
2025-12-03,MBR_004,US1,-365,-39794161.5,-365000.0,0.0
2025-12-03,MBR_004,ES1,413,97556666.97,20650.0,0.0
2025-12-03,MBR_004,NQ1,-413,-80039247.19,-8260.0,0.0
2025-12-04,MBR_004,TY1,-427,-51374846.6,-427000.0,0.0
2025-12-04,MBR_004,FV1,535,60594742.0,535000.0,0.0
2025-12-04,MBR_004,US1,-354,-38282869.8,-354000.0,0.0
2025-12-04,MBR_004,ES1,413,96983358.96,20650.0,0.0
2025-12-04,MBR_004,NQ1,-381,-74870334.38,-7620.0,0.0
2025-12-05,MBR_004,TY1,-451,-54315418.3,-451000.0,0.0
2025-12-05,MBR_004,FV1,534,60273274.2,534000.0,0.0
2025-12-05,MBR_004,US1,-410,-44230062.0,-410000.0,0.0
2025-12-05,MBR_004,ES1,399,90098543.12,19950.0,0.0
2025-12-05,MBR_004,NQ1,-391,-77910186.11,-7820.0,0.0
2024-01-02,MBR_005,TY1,210,23213106.0,210000.0,0.0
2024-01-02,MBR_005,FV1,502,53472086.2,502000.0,0.0
2024-01-02,MBR_005,US1,493,59493810.3,493000.0,0.0
2024-01-02,MBR_005,ES1,-584,-140940396.28,-29200.0,0.0
2024-01-02,MBR_005,NQ1,-395,-132227081.87,-7900.0,0.0
2024-01-03,MBR_005,TY1,206,22871953.4,206000.0,0.0
2024-01-03,MBR_005,FV1,508,53959201.2,508000.0,0.0
2024-01-03,MBR_005,US1,522,63973188.0,522000.0,0.0
2024-01-03,MBR_005,ES1,-571,-139323880.09,-28550.0,0.0
2024-01-03,MBR_005,NQ1,-393,-133039722.92,-7860.0,0.0
2024-01-04,MBR_005,TY1,197,21854195.0,197000.0,0.0
