date,member_id,cash_collateral,gov_bond_collateral,haircut_pct,collateral_value_post_haircut
2025-09-17,MBR_002,1109071.75,540689.03,0.0465,1624618.74
2025-09-18,MBR_002,1191300.11,539927.45,0.0348,1712438.09
2025-09-19,MBR_002,1266266.2,700615.35,0.0189,1953639.92
2025-09-22,MBR_002,1279844.84,610011.41,0.0164,1879852.06
2025-09-23,MBR_002,1166333.25,779403.7,0.0182,1931551.81
2025-09-24,MBR_002,942852.02,788174.82,0.0162,1718258.41
2025-09-25,MBR_002,1145528.38,469171.31,0.0168,1606817.61
2025-09-26,MBR_002,1066359.42,828609.78,0.027,1872596.73
2025-09-29,MBR_002,1242306.2,777193.23,0.0339,1993152.59
2025-09-30,MBR_002,1290808.45,823607.91,0.0116,2104862.5
2025-10-01,MBR_002,1117279.88,732931.6,0.0358,1823972.53
2025-10-02,MBR_002,1078159.3,531423.67,0.0452,1585562.62
2025-10-03,MBR_002,990333.29,703906.51,0.0155,1683329.25
2025-10-06,MBR_002,1222044.13,842328.78,0.0431,2028068.54
2025-10-07,MBR_002,988095.71,806280.2,0.0163,1781233.54
2025-10-08,MBR_002,1299949.16,497021.05,0.0214,1786333.97
2025-10-09,MBR_002,940012.03,623268.23,0.0381,1539533.74
2025-10-10,MBR_002,1159877.81,782677.25,0.0482,1904830.01
2025-10-13,MBR_002,1109847.2,579557.0,0.0241,1675436.88
2025-10-14,MBR_002,1167779.91,573062.94,0.0229,1727719.71
2025-10-15,MBR_002,1151906.85,784293.59,0.0207,1919965.55
2025-10-16,MBR_002,1221727.29,532732.71,0.0186,1744551.17
2025-10-17,MBR_002,1241180.16,530166.13,0.048,1745898.32
2025-10-20,MBR_002,1220989.36,640238.51,0.0398,1835746.38
2025-10-21,MBR_002,1086266.91,609630.15,0.0122,1688459.57
2025-10-22,MBR_002,1023239.1,830278.15,0.0379,1822049.71
2025-10-23,MBR_002,987240.6,672847.75,0.021,1645958.55
2025-10-24,MBR_002,1026731.48,580012.97,0.0184,1596072.22
2025-10-27,MBR_002,1141507.75,660501.53,0.0429,1773673.77
2025-10-28,MBR_002,1242038.07,572807.47,0.0297,1797833.17
2025-10-29,MBR_002,1199509.16,736332.45,0.0445,1903074.81
2025-10-30,MBR_002,1050310.64,819305.15,0.0253,1848887.37
2025-10-31,MBR_002,1136055.4,491143.27,0.0384,1608338.77
2025-11-03,MBR_002,1179628.81,502768.52,0.0464,1659068.87
2025-11-04,MBR_002,1169212.45,737935.64,0.0492,1870841.65
2025-11-05,MBR_002,1252716.19,757148.97,0.0103,2002066.52
2025-11-06,MBR_002,1102151.22,639389.51,0.0104,1734891.08
2025-11-07,MBR_002,1007817.05,714858.51,0.0117,1714311.72
2025-11-10,MBR_002,1216535.81,636071.45,0.0181,1841094.37
2025-11-11,MBR_002,1115139.23,717160.29,0.0474,1798306.12
2025-11-12,MBR_002,1215233.58,652544.71,0.0328,1846374.82
2025-11-13,MBR_002,1013943.83,653125.05,0.0219,1652765.44
2025-11-14,MBR_002,1032003.66,522852.23,0.0416,1533105.24
2025-11-17,MBR_002,1290820.53,613307.3,0.039,1880208.84
2025-11-18,MBR_002,1286042.67,765869.95,0.0313,2027940.89
2025-11-19,MBR_002,1212177.04,557333.77,0.024,1756134.8
2025-11-20,MBR_002,1248311.24,802626.63,0.0137,2039941.89
2025-11-21,MBR_002,1215176.71,768285.64,0.0158,1971323.44
2025-11-24,MBR_002,1265671.72,762329.04,0.0366,2000099.52
2025-11-25,MBR_002,1195139.77,837464.72,0.0314,2006308.09
2025-11-26,MBR_002,1154529.49,474872.28,0.0408,1610026.98
2025-11-27,MBR_002,1245041.98,545948.5,0.0407,1768770.38
2025-11-28,MBR_002,1141601.04,645132.89,0.0262,1769831.45
2025-12-01,MBR_002,947811.95,654020.39,0.036,1578287.61
2025-12-02,MBR_002,1282541.01,602430.74,0.0309,1866356.64
2025-12-03,MBR_002,1053682.02,602695.87,0.0263,1640526.99
2025-12-04,MBR_002,1178170.53,736302.54,0.0165,1902324.07
2025-12-05,MBR_002,1114449.24,641021.8,0.029,1736881.4
2024-01-02,MBR_003,2924905.55,2139551.78,0.0374,4984438.09
2024-01-03,MBR_003,3820607.35,2468650.01,0.0195,6241118.68
2024-01-04,MBR_003,2946691.9,1519874.19,0.0257,4427505.32
2024-01-05,MBR_003,3862943.58,1683217.43,0.036,5485565.19
2024-01-08,MBR_003,3441093.54,1479054.19,0.0107,4904321.85
2024-01-09,MBR_003,3464090.22,1681282.72,0.0104,5127887.6
2024-01-10,MBR_003,2885810.91,1770852.18,0.0346,4595391.61
2024-01-11,MBR_003,2787732.82,1900808.81,0.0126,4664591.43
2024-01-12,MBR_003,3580188.47,1553882.47,0.0472,5060727.69
2024-01-15,MBR_003,3573229.72,2434024.07,0.0243,5948107.01
2024-01-16,MBR_003,3581054.84,2190218.78,0.0305,5704471.94
2024-01-17,MBR_003,3065266.7,1761563.64,0.0313,4771693.39
2024-01-18,MBR_003,3557588.87,2224854.73,0.0299,5715920.44
2024-01-19,MBR_003,2970741.86,2218690.99,0.0163,5153268.19
2024-01-22,MBR_003,3455844.52,2466346.02,0.0395,5824769.87
2024-01-23,MBR_003,3602250.12,2397038.34,0.0446,5892380.55
2024-01-24,MBR_003,3409119.95,2167241.07,0.0421,5485120.17
2024-01-25,MBR_003,3141234.44,2266705.43,0.025,5351272.23
2024-01-26,MBR_003,3209742.74,1751560.21,0.0251,4917338.79
2024-01-29,MBR_003,2953600.52,2458220.2,0.0411,5310787.88
2024-01-30,MBR_003,3497451.79,2344393.69,0.0362,5756978.42
2024-01-31,MBR_003,3829561.64,2461742.04,0.0172,6248961.72
2024-02-01,MBR_003,3168505.47,2351199.57,0.0117,5492196.01
2024-02-02,MBR_003,3738534.11,1772171.39,0.0336,5451160.54
2024-02-05,MBR_003,3381688.27,2204641.98,0.0115,5560976.87
2024-02-06,MBR_003,3123815.7,2340846.74,0.018,5422527.2
2024-02-07,MBR_003,3527700.3,2281592.67,0.0217,5759782.41
2024-02-08,MBR_003,3829518.43,1491603.76,0.0223,5287859.43
2024-02-09,MBR_003,3500433.42,2039082.06,0.0161,5506686.26
2024-02-12,MBR_003,3681519.41,2257064.84,0.0333,5863423.99
2024-02-13,MBR_003,3349320.57,2095505.27,0.0154,5412555.06
2024-02-14,MBR_003,3299014.0,2397326.05,0.0292,5626338.14
2024-02-15,MBR_003,3565873.79,1863843.68,0.0111,5409028.8
2024-02-16,MBR_003,3263501.29,2177378.41,0.0237,5389275.83
2024-02-19,MBR_003,3220921.57,2184706.52,0.0151,5372639.02
2024-02-20,MBR_003,3633539.43,2165326.0,0.0425,5706839.07
2024-02-21,MBR_003,2864391.08,1717924.58,0.0385,4516175.57
2024-02-22,MBR_003,3090677.17,1405711.75,0.0228,4464338.69
2024-02-23,MBR_003,3415980.68,2019062.37,0.049,5336108.99
2024-02-26,MBR_003,3322767.34,2184962.75,0.0437,5412247.22
2024-02-27,MBR_003,3123592.93,1951542.62,0.0123,5051131.57
2024-02-28,MBR_003,3559819.0,2199359.83,0.0319,5689019.25
2024-02-29,MBR_003,3433973.5,2177585.02,0.0472,5508776.5
2024-03-01,MBR_003,3237672.57,2446787.78,0.0313,5607875.89
2024-03-04,MBR_003,3247834.05,1852617.55,0.0358,5034127.89
2024-03-05,MBR_003,3786731.85,2386771.17,0.0377,6083521.76
2024-03-06,MBR_003,2901742.01,2249742.66,0.0396,5062394.86
2024-03-07,MBR_003,3649678.12,1947924.73,0.0327,5533905.71
2024-03-08,MBR_003,3623491.47,2088566.1,0.0416,5625173.21
2024-03-11,MBR_003,2794119.35,1903115.49,0.037,4626819.57
2024-03-12,MBR_003,3514176.45,2132440.35,0.045,5550656.98
2024-03-13,MBR_003,3177992.24,2437727.49,0.0436,5509434.81
2024-03-14,MBR_003,3433965.76,1999989.47,0.0353,5363355.61
2024-03-15,MBR_003,3731805.5,1899291.55,0.0222,5588932.78
2024-03-18,MBR_003,3492165.42,2470103.86,0.0279,5893353.39
2024-03-19,MBR_003,3308513.82,2277142.0,0.0229,5533509.27
2024-03-20,MBR_003,3161130.82,1829191.73,0.0266,4941666.05
2024-03-21,MBR_003,3033457.27,1845032.01,0.045,4795462.84
2024-03-22,MBR_003,3406560.71,1963398.66,0.0201,5330495.05
2024-03-25,MBR_003,3320133.93,1445228.94,0.0275,4725619.07
2024-03-26,MBR_003,3139574.69,2440778.66,0.0403,5481989.97
2024-03-27,MBR_003,2786096.47,2223681.71,0.0418,4916828.29
2024-03-28,MBR_003,3821728.81,1935253.09,0.042,5675701.27
2024-03-29,MBR_003,2984142.1,2018886.58,0.0168,4969111.38
2024-04-01,MBR_003,3184592.82,1674967.73,0.0439,4786029.46
2024-04-02,MBR_003,3006714.57,2374393.19,0.0382,5290405.93
2024-04-03,MBR_003,3053515.61,1802053.08,0.0358,4791055.19
2024-04-04,MBR_003,3305168.91,1784579.87,0.0103,5071367.6
2024-04-05,MBR_003,3628358.56,2109296.61,0.0245,5685977.4
2024-04-08,MBR_003,3730966.9,2169298.86,0.0279,5839742.32
2024-04-09,MBR_003,3221327.16,1482445.4,0.0404,4643881.76
2024-04-10,MBR_003,2890596.46,1534777.49,0.0253,4386544.08
2024-04-11,MBR_003,3638386.25,2479623.34,0.0459,6004194.88
2024-04-12,MBR_003,3493158.13,2426247.21,0.0431,5814834.09
2024-04-15,MBR_003,3274551.23,1695841.34,0.0329,4914599.39
2024-04-16,MBR_003,3347446.37,1430090.07,0.0146,4756657.12
2024-04-17,MBR_003,2898583.74,1985387.88,0.043,4798599.94
2024-04-18,MBR_003,2990268.36,2431542.99,0.0387,5327710.63
2024-04-19,MBR_003,2859761.13,1899541.09,0.0313,4699846.59
2024-04-22,MBR_003,3096595.49,2326684.12,0.0108,5398151.42
2024-04-23,MBR_003,3210824.35,2221519.92,0.02,5387913.87
2024-04-24,MBR_003,2898540.26,1959861.34,0.0125,4833903.33
2024-04-25,MBR_003,3678149.6,1971620.68,0.0432,5564596.26
2024-04-26,MBR_003,3169204.09,1685398.75,0.0498,4770669.98
2024-04-29,MBR_003,3730968.64,1969459.36,0.0407,5620271.01
2024-04-30,MBR_003,3741980.8,2062805.61,0.017,5769718.71
2024-05-01,MBR_003,2868767.02,2203948.11,0.0189,5031060.51
2024-05-02,MBR_003,3740856.92,1657181.25,0.0328,5343682.62
2024-05-03,MBR_003,3568518.24,1894161.34,0.0272,5411158.39
2024-05-06,MBR_003,3596565.87,2414014.97,0.0232,5954575.69
2024-05-07,MBR_003,3684644.37,1494826.68,0.02,5149574.52
2024-05-08,MBR_003,2778539.85,2197907.12,0.0217,4928752.39
2024-05-09,MBR_003,3426504.99,1498676.18,0.0332,4875425.13
2024-05-10,MBR_003,2925493.93,1968971.08,0.0489,4798182.33
2024-05-13,MBR_003,3534079.42,1653476.23,0.0364,5127369.11
2024-05-14,MBR_003,3260948.66,1678394.11,0.0331,4883787.92
2024-05-15,MBR_003,3311384.19,1542583.63,0.0283,4810312.71
2024-05-16,MBR_003,3557844.43,2213690.92,0.0431,5676125.27
2024-05-17,MBR_003,3770670.3,1694173.46,0.0372,5401820.5
2024-05-20,MBR_003,3554464.08,1810009.08,0.0447,5283565.75
2024-05-21,MBR_003,3715066.22,1891917.05,0.0133,5581820.77
2024-05-22,MBR_003,2841023.79,2390760.83,0.0133,5199987.5
2024-05-23,MBR_003,3404883.87,1714511.94,0.0304,5067274.65
2024-05-24,MBR_003,2769136.58,1437817.3,0.0448,4142539.67
2024-05-27,MBR_003,3008081.41,1424490.81,0.0147,4411632.2
2024-05-28,MBR_003,3869095.92,2451633.41,0.034,6237373.79
2024-05-29,MBR_003,2969054.16,1650619.39,0.0204,4586000.91
2024-05-30,MBR_003,2893252.96,1585434.83,0.0276,4434929.79
2024-05-31,MBR_003,3143467.36,2388711.86,0.0141,5498498.38
2024-06-03,MBR_003,3459411.52,2391604.52,0.0384,5759178.43
2024-06-04,MBR_003,3314529.7,2312615.9,0.0357,5544585.21
2024-06-05,MBR_003,2819299.35,2081588.42,0.0429,4811587.63
2024-06-06,MBR_003,3779051.69,1917196.47,0.0135,5670366.01
2024-06-07,MBR_003,3814572.2,2298695.44,0.0173,6073500.2
2024-06-10,MBR_003,3168504.2,1765409.12,0.0161,4905490.24
2024-06-11,MBR_003,3749766.27,2048844.82,0.0452,5706003.31
2024-06-12,MBR_003,3295914.79,1536330.57,0.0108,4815652.99
2024-06-13,MBR_003,3751969.81,2085132.42,0.0156,5804574.16
2024-06-14,MBR_003,3371656.09,1742216.97,0.0303,5061083.88
2024-06-17,MBR_003,3515344.64,2000766.11,0.0453,5425476.05
2024-06-18,MBR_003,3593914.6,1784292.07,0.0161,5349479.57
2024-06-19,MBR_003,3412356.71,1575714.99,0.0242,4949939.4
2024-06-20,MBR_003,3370045.78,2453153.73,0.0208,5772173.91
2024-06-21,MBR_003,3463728.09,1580349.5,0.0493,4966166.36
2024-06-24,MBR_003,3664462.58,2466078.67,0.0184,6085165.41
2024-06-25,MBR_003,3413503.25,2156766.18,0.0161,5535545.49
2024-06-26,MBR_003,3321589.42,1934429.5,0.0458,5167422.05
2024-06-27,MBR_003,3759785.49,2483288.12,0.0201,6193159.52
2024-06-28,MBR_003,3277351.26,1873130.6,0.029,5096161.07
2024-07-01,MBR_003,3797382.63,2250691.93,0.0115,6022191.61
2024-07-02,MBR_003,2795500.09,2487247.33,0.042,5178283.03
2024-07-03,MBR_003,3153600.42,1549471.01,0.0441,4634739.76
2024-07-04,MBR_003,3215630.05,2474416.48,0.0251,5627938.68
2024-07-05,MBR_003,3118924.67,1962104.8,0.0381,5006273.28
2024-07-08,MBR_003,3150884.76,1892497.5,0.028,4990392.33
2024-07-09,MBR_003,2919622.36,1890027.04,0.0236,4765044.76
2024-07-10,MBR_003,3864889.07,2282043.56,0.0179,6106084.05
2024-07-11,MBR_003,2818327.64,1520696.49,0.048,4266030.7
2024-07-12,MBR_003,3002184.01,2005570.44,0.0481,4911286.51
2024-07-15,MBR_003,2996320.6,2044289.82,0.0168,5006266.35
2024-07-16,MBR_003,2806557.71,1597493.63,0.0366,4345583.08
2024-07-17,MBR_003,3556700.62,2209141.45,0.0428,5671290.82
2024-07-18,MBR_003,3227007.85,1536978.81,0.0439,4696513.29
2024-07-19,MBR_003,3677609.13,1523811.63,0.045,5132849.24
2024-07-22,MBR_003,3133095.67,2338080.3,0.0413,5374613.26
2024-07-23,MBR_003,3001425.72,2007121.53,0.0464,4915416.81
2024-07-24,MBR_003,3554474.99,1989419.89,0.0412,5461930.78
2024-07-25,MBR_003,3250398.84,2097717.43,0.0232,5299449.23
2024-07-26,MBR_003,2989577.97,1497171.75,0.0421,4423718.79
2024-07-29,MBR_003,2839228.89,1398648.96,0.043,4177735.94
2024-07-30,MBR_003,3551650.73,1997012.1,0.0458,5457199.67
2024-07-31,MBR_003,3564322.94,2114863.64,0.0369,5601148.12
2024-08-01,MBR_003,3246017.87,1554900.65,0.0397,4739188.97
2024-08-02,MBR_003,3310090.39,2003000.49,0.034,5244988.87
2024-08-05,MBR_003,3436876.9,2137565.71,0.0273,5516087.06
2024-08-06,MBR_003,2947834.5,1444964.68,0.0435,4329943.22
2024-08-07,MBR_003,3150946.93,2444440.37,0.0266,5530365.18
2024-08-08,MBR_003,3591208.58,1700100.18,0.0305,5239455.7
2024-08-09,MBR_003,2831441.53,2367708.81,0.0206,5150375.54
2024-08-12,MBR_003,3539784.08,2152949.06,0.0425,5601232.8
2024-08-13,MBR_003,3274602.18,2402669.39,0.0386,5584528.54
2024-08-14,MBR_003,3055411.64,1587169.9,0.027,4599727.95
2024-08-15,MBR_003,3092350.56,2430398.37,0.0276,5455669.94
2024-08-16,MBR_003,3359865.34,2176147.23,0.0114,5511204.49
2024-08-19,MBR_003,2986095.6,1856523.58,0.0319,4783396.08
2024-08-20,MBR_003,3688749.52,1675700.27,0.0262,5320546.44
2024-08-21,MBR_003,2877797.99,1406902.2,0.0102,4270349.8
2024-08-22,MBR_003,2831480.5,1383753.25,0.0108,4200289.22
2024-08-23,MBR_003,3819912.84,2278708.45,0.0116,6072188.27
2024-08-26,MBR_003,2874136.97,2116203.62,0.0414,4902729.77
2024-08-27,MBR_003,3815014.74,1879672.31,0.0171,5662544.66
2024-08-28,MBR_003,3074937.76,1776710.98,0.0231,4810606.71
2024-08-29,MBR_003,3205104.13,1623256.63,0.0292,4780961.67
2024-08-30,MBR_003,2945110.62,2359457.64,0.0135,5272715.58
2024-09-02,MBR_003,3774282.9,1632880.7,0.0306,5357197.45
2024-09-03,MBR_003,3159253.26,1560491.03,0.0145,4697117.18
2024-09-04,MBR_003,3269366.81,1496836.73,0.0319,4718454.45
2024-09-05,MBR_003,3284522.47,2051571.36,0.0288,5277008.58
2024-09-06,MBR_003,3072130.92,1876312.45,0.0481,4858192.73
2024-09-09,MBR_003,3283695.36,2307760.1,0.041,5496837.29
2024-09-10,MBR_003,3178588.04,2018609.66,0.0174,5162073.9
2024-09-11,MBR_003,3677729.98,1968906.5,0.0435,5560989.05
2024-09-12,MBR_003,3779030.0,1793937.98,0.0454,5491523.2
2024-09-13,MBR_003,2915675.77,2154457.45,0.0379,4988479.28
2024-09-16,MBR_003,2817442.47,1966265.21,0.0389,4707219.97
2024-09-17,MBR_003,3676433.86,1651844.35,0.0383,5265012.57
2024-09-18,MBR_003,3369786.99,1452858.99,0.0355,4771069.49
2024-09-19,MBR_003,3712366.66,2098958.64,0.0198,5769765.92
2024-09-20,MBR_003,2893335.54,2219450.39,0.0189,5070838.31
2024-09-23,MBR_003,3664421.91,2053743.27,0.0473,5621023.12
2024-09-24,MBR_003,3140425.81,1388323.23,0.0199,4501121.4
2024-09-25,MBR_003,3593236.15,1940465.74,0.0207,5493534.25
2024-09-26,MBR_003,3794965.21,1410138.95,0.0401,5148557.59
2024-09-27,MBR_003,3431668.04,1901046.05,0.0168,5300776.52
2024-09-30,MBR_003,3511603.31,1914492.74,0.0226,5382828.52
2024-10-01,MBR_003,2973266.8,1484768.24,0.0423,4395229.34
2024-10-02,MBR_003,2857488.51,1665788.69,0.0197,4490461.16
2024-10-03,MBR_003,2961539.9,1936036.86,0.0107,4876861.17
2024-10-04,MBR_003,3556392.87,2329544.72,0.0331,5808829.66
2024-10-07,MBR_003,2860337.46,2276920.78,0.0287,5071910.61
2024-10-08,MBR_003,3830105.57,1559921.57,0.0138,5368500.23
2024-10-09,MBR_003,3583688.25,2218929.71,0.0451,5702544.23
2024-10-10,MBR_003,3182998.71,1437482.66,0.034,4571606.96
2024-10-11,MBR_003,3429234.88,1997227.74,0.0478,5330995.13
2024-10-14,MBR_003,3431998.92,1690082.54,0.0396,5055154.19
2024-10-15,MBR_003,3327478.01,1383544.83,0.047,4645996.23
2024-10-16,MBR_003,3309492.17,2179438.51,0.0333,5416355.37
2024-10-17,MBR_003,3132507.73,1923966.24,0.0237,5010875.97
2024-10-18,MBR_003,3306461.87,1563724.81,0.0399,4807794.05
2024-10-21,MBR_003,2881188.93,2215963.15,0.0152,5063469.44
2024-10-22,MBR_003,3295862.21,2454723.87,0.0429,5645278.42
2024-10-23,MBR_003,3288499.63,2063863.66,0.0237,5303449.71
2024-10-24,MBR_003,3769585.83,2201838.8,0.0218,5923424.54
2024-10-25,MBR_003,2774791.22,1526238.26,0.0223,4266994.37
2024-10-28,MBR_003,3302585.24,2206852.94,0.0298,5443673.96
2024-10-29,MBR_003,3544498.51,1964408.62,0.0453,5419919.42
2024-10-30,MBR_003,3647201.25,1683900.05,0.0457,5254147.07
2024-10-31,MBR_003,3015216.06,1894400.49,0.0295,4853731.73
2024-11-01,MBR_003,3198179.87,1820309.06,0.0337,4957144.51
2024-11-04,MBR_003,3296033.09,1863941.77,0.0294,5105174.97
2024-11-05,MBR_003,2877713.94,2036724.01,0.0304,4852521.55
2024-11-06,MBR_003,3164233.41,2069727.61,0.0164,5200017.49
2024-11-07,MBR_003,3434590.51,1696081.37,0.0247,5088778.67
2024-11-08,MBR_003,2925866.4,1523567.39,0.0115,4431912.77
2024-11-11,MBR_003,3552929.94,2476286.65,0.0241,5969538.08
2024-11-12,MBR_003,3547812.37,2011807.41,0.0192,5520993.08
2024-11-13,MBR_003,3052492.17,2069415.04,0.0253,5069551.02
2024-11-14,MBR_003,3269764.46,2066100.65,0.0467,5239378.21
2024-11-15,MBR_003,3262825.81,2108336.7,0.039,5288937.38
2024-11-18,MBR_003,3846121.83,2084126.36,0.0422,5842298.06
2024-11-19,MBR_003,3622915.51,2295502.2,0.0321,5844732.08
2024-11-20,MBR_003,3547037.12,1881888.83,0.0414,5351015.75
2024-11-21,MBR_003,2958019.89,1630261.98,0.0118,4569044.78
2024-11-22,MBR_003,3543109.34,1700871.05,0.0149,5218637.42
2024-11-25,MBR_003,3019798.27,1718538.81,0.032,4683343.83
2024-11-26,MBR_003,3043110.88,2235963.41,0.0162,5242851.69
2024-11-27,MBR_003,3384227.3,1904177.51,0.0433,5205953.92
2024-11-28,MBR_003,3333881.42,1831390.95,0.0394,5093115.57
2024-11-29,MBR_003,3758434.13,1839129.85,0.0237,5553976.6
2024-12-02,MBR_003,3767184.03,2197882.41,0.0201,5920889.0
2024-12-03,MBR_003,3011278.79,2136113.42,0.016,5113214.4
2024-12-04,MBR_003,2830705.31,2145920.68,0.0384,4894222.63
2024-12-05,MBR_003,3315082.92,1643981.94,0.0445,4885907.67
2024-12-06,MBR_003,3359072.3,2098776.53,0.0456,5362144.61
2024-12-09,MBR_003,3699249.66,2162210.36,0.0188,5820810.47
2024-12-10,MBR_003,2923377.92,2013970.14,0.0359,4865046.53
2024-12-11,MBR_003,3355378.65,2185097.29,0.031,5472737.92
2024-12-12,MBR_003,3338858.77,2107591.76,0.0307,5381747.46
2024-12-13,MBR_003,3396795.08,1685337.52,0.0247,5040504.77
2024-12-16,MBR_003,2870426.59,1554516.9,0.0196,4394474.96
2024-12-17,MBR_003,3354427.37,1784261.61,0.0278,5089086.51
2024-12-18,MBR_003,3361173.03,2450464.82,0.047,5696466.0
2024-12-19,MBR_003,3048815.0,2081934.33,0.0214,5086195.94
2024-12-20,MBR_003,3538724.26,1742487.28,0.0126,5259256.21
2024-12-23,MBR_003,3715042.69,2012995.34,0.0482,5631011.65
2024-12-24,MBR_003,3145419.65,1701201.49,0.0175,4816850.11
2024-12-25,MBR_003,3162026.27,2406193.88,0.024,5510471.5
2024-12-26,MBR_003,2818269.04,1408398.03,0.0139,4207090.34
2024-12-27,MBR_003,2904419.9,2461209.03,0.0208,5314435.79
2024-12-30,MBR_003,3070620.26,2241573.52,0.035,5233738.71
2024-12-31,MBR_003,3524797.93,1448834.74,0.039,4917128.12
2025-01-01,MBR_003,3519350.19,2364967.38,0.0455,5776711.55
2025-01-02,MBR_003,3241674.61,1861778.54,0.0372,5034194.99
2025-01-03,MBR_003,3763298.67,1505507.16,0.0356,5215209.77
2025-01-06,MBR_003,3743147.97,2487632.48,0.0228,6174062.44
2025-01-07,MBR_003,3832397.59,2238902.16,0.0249,6015551.08
2025-01-08,MBR_003,3041948.87,2448260.89,0.0441,5382241.46
2025-01-09,MBR_003,3501771.24,1842309.89,0.013,5320131.1
2025-01-10,MBR_003,2956592.4,1463534.96,0.0258,4382368.16
2025-01-13,MBR_003,2804320.71,1832220.38,0.0191,4601545.68
2025-01-14,MBR_003,3311429.09,2410172.14,0.0206,5671951.68
2025-01-15,MBR_003,3169220.06,1607113.95,0.0308,4726834.91
2025-01-16,MBR_003,3569570.2,1698249.9,0.0273,5221457.87
2025-01-17,MBR_003,3775515.83,1488559.41,0.032,5216441.34
2025-01-20,MBR_003,2793599.62,2356607.49,0.0144,5116271.96
2025-01-21,MBR_003,3800685.18,2354888.97,0.036,6070798.14
2025-01-22,MBR_003,3820242.0,1774180.27,0.0387,5525761.49
2025-01-23,MBR_003,2886714.47,1811463.74,0.0107,4678795.55
2025-01-24,MBR_003,3342308.92,1897146.16,0.0274,5187473.27
2025-01-27,MBR_003,2957121.08,2270883.78,0.031,5157607.46
2025-01-28,MBR_003,2921021.3,1894857.62,0.0295,4759980.62
2025-01-29,MBR_003,3854109.57,1496811.24,0.0429,5286707.61
2025-01-30,MBR_003,3597582.13,2017818.99,0.0414,5531863.41
2025-01-31,MBR_003,3590537.15,2103319.43,0.0259,5639380.6
2025-02-03,MBR_003,2971551.91,1789603.21,0.0162,4732163.55
2025-02-04,MBR_003,2949375.73,2257352.91,0.0463,5102213.21
2025-02-05,MBR_003,3409827.08,1575217.77,0.0103,4968820.11
2025-02-06,MBR_003,3770083.48,1958272.79,0.0485,5633380.04
2025-02-07,MBR_003,3862963.46,1420705.21,0.0104,5268893.34
2025-02-10,MBR_003,2777149.2,2250449.5,0.0206,4981239.44
2025-02-11,MBR_003,3316656.18,2400048.12,0.0307,5643022.82
2025-02-12,MBR_003,3294507.52,2074729.32,0.0284,5310314.53
2025-02-13,MBR_003,2997752.14,1569777.21,0.0343,4513685.99
2025-02-14,MBR_003,3350751.6,2332273.58,0.033,5606060.16
2025-02-17,MBR_003,2868445.73,2424295.63,0.0479,5176617.6
2025-02-18,MBR_003,3726598.79,1970567.85,0.0482,5602185.27
2025-02-19,MBR_003,3100028.31,2486408.29,0.0487,5465348.51
2025-02-20,MBR_003,3765435.21,2346740.08,0.0393,6019948.41
2025-02-21,MBR_003,3644090.26,1397787.96,0.0415,4983870.02
2025-02-24,MBR_003,3471060.21,2420314.13,0.0397,5795287.86
2025-02-25,MBR_003,2961129.62,1933015.2,0.0144,4866309.4
2025-02-26,MBR_003,3542073.5,1671485.79,0.0196,5180798.17
2025-02-27,MBR_003,3205998.81,1703503.68,0.0225,4871173.65
2025-02-28,MBR_003,3801276.05,2393304.67,0.0201,6146475.3
2025-03-03,MBR_003,3828046.18,2110286.57,0.04,5853921.29
2025-03-04,MBR_003,3579462.13,1493217.93,0.0296,5028480.8
2025-03-05,MBR_003,3003526.8,2320459.7,0.025,5265975.01
2025-03-06,MBR_003,3259916.64,1954258.84,0.0374,5141086.2
2025-03-07,MBR_003,3358268.32,2456100.44,0.0192,5767211.63
2025-03-10,MBR_003,3399967.77,1419927.22,0.0158,4797460.14
2025-03-11,MBR_003,2939709.89,2477144.95,0.0197,5368055.08
2025-03-12,MBR_003,3575719.57,1568616.67,0.0153,5120336.4
2025-03-13,MBR_003,2967307.0,2185294.04,0.0204,5108021.04
2025-03-14,MBR_003,3039045.48,1701625.67,0.0439,4665969.78
2025-03-17,MBR_003,2847732.69,2487015.08,0.0423,5229547.04
2025-03-18,MBR_003,3450364.05,1902387.7,0.031,5293777.73
2025-03-19,MBR_003,2881284.18,1389471.58,0.0412,4213509.53
2025-03-20,MBR_003,2911074.82,1773169.88,0.0136,4660129.58
2025-03-21,MBR_003,3489350.64,1589936.46,0.0388,5017597.56
2025-03-24,MBR_003,3154797.35,2085345.14,0.0227,5192805.16
2025-03-25,MBR_003,3524804.41,1788111.5,0.0311,5257305.65
2025-03-26,MBR_003,3273162.11,1699132.76,0.0342,4914184.54
2025-03-27,MBR_003,3868993.56,1743520.6,0.0418,5539635.0
2025-03-28,MBR_003,3122883.75,1575505.59,0.0495,4620401.81
2025-03-31,MBR_003,3016747.15,1488220.14,0.0444,4438890.31
2025-04-01,MBR_003,3335687.78,1738136.94,0.012,5052967.08
2025-04-02,MBR_003,3314509.12,1936441.89,0.0248,5202927.25
2025-04-03,MBR_003,2796733.88,2104582.65,0.0335,4830813.01
2025-04-04,MBR_003,3125954.03,2272479.88,0.0216,5349348.35
2025-04-07,MBR_003,3520146.53,1632514.43,0.0349,5095686.2
2025-04-08,MBR_003,3815556.5,1909908.36,0.018,5691086.51
2025-04-09,MBR_003,3134690.07,1925873.32,0.0442,4975439.79
