date,risk_factor_id,asset_class,spot,return_1d,vol,bid_ask_bps,avg_daily_volume,liquidity_bucket
2024-09-03,NDX,equity_index,16564.9185,0.00816184,0.173426,1.5,300000,liquid
2024-09-04,NDX,equity_index,16575.9339,0.00066476,0.171621,1.5,300000,liquid
2024-09-05,NDX,equity_index,16028.5018,-0.03358338,0.204618,1.5,300000,liquid
2024-09-06,NDX,equity_index,15819.2023,-0.01314396,0.206685,1.5,300000,liquid
2024-09-09,NDX,equity_index,15919.211,0.00630208,0.205452,1.5,300000,liquid
2024-09-10,NDX,equity_index,16152.0133,0.01451809,0.211562,1.5,300000,liquid
2024-09-11,NDX,equity_index,16098.9112,-0.00329306,0.208536,1.5,300000,liquid
2024-09-12,NDX,equity_index,15587.7561,-0.0322659,0.23585,1.5,300000,liquid
2024-09-13,NDX,equity_index,15366.2523,-0.01431205,0.239172,1.5,300000,liquid
2024-09-16,NDX,equity_index,15399.8755,0.00218573,0.236947,1.5,300000,liquid
2024-09-17,NDX,equity_index,15482.4062,0.00534488,0.238312,1.5,300000,liquid
2024-09-18,NDX,equity_index,15509.1504,0.0017259,0.232383,1.5,300000,liquid
2024-09-19,NDX,equity_index,15483.1474,-0.00167803,0.231279,1.5,300000,liquid
2024-09-20,NDX,equity_index,15584.5357,0.00652695,0.233248,1.5,300000,liquid
2024-09-23,NDX,equity_index,15608.2589,0.00152107,0.233284,1.5,300000,liquid
2024-09-24,NDX,equity_index,15748.0678,0.00891748,0.219912,1.5,300000,liquid
2024-09-25,NDX,equity_index,15479.9912,-0.01716937,0.219067,1.5,300000,liquid
2024-09-26,NDX,equity_index,14973.7454,-0.03324994,0.236176,1.5,300000,liquid
2024-09-27,NDX,equity_index,14898.9306,-0.00500892,0.230933,1.5,300000,liquid
2024-09-30,NDX,equity_index,14588.9518,-0.02102492,0.236008,1.5,300000,liquid
2024-10-01,NDX,equity_index,14661.4081,0.00495423,0.233729,1.5,300000,liquid
2024-10-02,NDX,equity_index,14698.4749,0.002525,0.234535,1.5,300000,liquid
2024-10-03,NDX,equity_index,14711.7137,0.00090028,0.211585,1.5,300000,liquid
2024-10-04,NDX,equity_index,14854.0546,0.00962884,0.214364,1.5,300000,liquid
2024-10-07,NDX,equity_index,14680.196,-0.01177349,0.213395,1.5,300000,liquid
2024-10-08,NDX,equity_index,14703.2018,0.0015659,0.203154,1.5,300000,liquid
2024-10-09,NDX,equity_index,14770.1353,0.00454198,0.20576,1.5,300000,liquid
2024-10-10,NDX,equity_index,15369.8856,0.03980285,0.23309,1.5,300000,liquid
2024-10-11,NDX,equity_index,15164.2845,-0.01346716,0.232455,1.5,300000,liquid
2024-10-14,NDX,equity_index,15337.33,0.01134677,0.236187,1.5,300000,liquid
2024-10-15,NDX,equity_index,15312.9682,-0.00158966,0.235308,1.5,300000,liquid
2024-10-16,NDX,equity_index,15430.7658,0.00766324,0.237007,1.5,300000,liquid
2024-10-17,NDX,equity_index,15269.3435,-0.01051617,0.239772,1.5,300000,liquid
2024-10-18,NDX,equity_index,15298.9588,0.00193765,0.238489,1.5,300000,liquid
2024-10-21,NDX,equity_index,15008.6216,-0.01915996,0.246828,1.5,300000,liquid
2024-10-22,NDX,equity_index,15129.5223,0.00802315,0.246326,1.5,300000,liquid
2024-10-23,NDX,equity_index,15332.0951,0.01330039,0.245186,1.5,300000,liquid
2024-10-24,NDX,equity_index,15186.5331,-0.00953929,0.215845,1.5,300000,liquid
2024-10-25,NDX,equity_index,15281.0041,0.00620144,0.215577,1.5,300000,liquid
2024-10-28,NDX,equity_index,14777.858,-0.03348052,0.236206,1.5,300000,liquid
2024-10-29,NDX,equity_index,14495.8209,-0.01926958,0.245798,1.5,300000,liquid
2024-10-30,NDX,equity_index,14262.4601,-0.01622948,0.251614,1.5,300000,liquid
2024-10-31,NDX,equity_index,14349.473,0.0060823,0.25294,1.5,300000,liquid
2024-11-01,NDX,equity_index,14305.2547,-0.00308629,0.249695,1.5,300000,liquid
2024-11-04,NDX,equity_index,13733.4057,-0.04079569,0.283858,1.5,300000,liquid
2024-11-05,NDX,equity_index,13737.102,0.00026911,0.283598,1.5,300000,liquid
2024-11-06,NDX,equity_index,14086.4166,0.02511062,0.300152,1.5,300000,liquid
2024-11-07,NDX,equity_index,13802.4449,-0.02036523,0.261527,1.5,300000,liquid
2024-11-08,NDX,equity_index,13883.2354,0.00583628,0.262582,1.5,300000,liquid
2024-11-11,NDX,equity_index,13886.3704,0.00022578,0.256629,1.5,300000,liquid
2024-11-12,NDX,equity_index,13768.2895,-0.00853972,0.256601,1.5,300000,liquid
2024-11-13,NDX,equity_index,13857.8382,0.00648292,0.255842,1.5,300000,liquid
2024-11-14,NDX,equity_index,13776.4119,-0.00589316,0.255136,1.5,300000,liquid
2024-11-15,NDX,equity_index,13707.0274,-0.00504919,0.253765,1.5,300000,liquid
2024-11-18,NDX,equity_index,13866.6008,0.01157448,0.255259,1.5,300000,liquid
2024-11-19,NDX,equity_index,13869.4591,0.00020611,0.251879,1.5,300000,liquid
2024-11-20,NDX,equity_index,13623.6753,-0.01788013,0.247176,1.5,300000,liquid
2024-11-21,NDX,equity_index,13473.1261,-0.01111206,0.247545,1.5,300000,liquid
2024-11-22,NDX,equity_index,13270.5638,-0.01514871,0.245194,1.5,300000,liquid
2024-11-25,NDX,equity_index,13333.3174,0.00471763,0.227436,1.5,300000,liquid
2024-11-26,NDX,equity_index,13480.6068,0.01098615,0.227868,1.5,300000,liquid
2024-11-27,NDX,equity_index,13939.8841,0.03350197,0.257809,1.5,300000,liquid
2024-11-28,NDX,equity_index,13931.5178,-0.00060035,0.256412,1.5,300000,liquid
2024-11-29,NDX,equity_index,13887.8285,-0.00314093,0.256417,1.5,300000,liquid
2024-12-02,NDX,equity_index,13673.9389,-0.01552106,0.217808,1.5,300000,liquid
2024-12-03,NDX,equity_index,13430.4155,-0.0179698,0.226708,1.5,300000,liquid
2024-12-04,NDX,equity_index,13422.7211,-0.00057308,0.204527,1.5,300000,liquid
2024-12-05,NDX,equity_index,13409.0849,-0.00101642,0.193221,1.5,300000,liquid
2024-12-06,NDX,equity_index,13742.5124,0.02456167,0.213001,1.5,300000,liquid
2024-12-09,NDX,equity_index,13778.8622,0.00264157,0.213284,1.5,300000,liquid
2024-12-10,NDX,equity_index,13140.1652,-0.04746211,0.270175,1.5,300000,liquid
2024-12-11,NDX,equity_index,13107.5106,-0.00248819,0.268161,1.5,300000,liquid
2024-12-12,NDX,equity_index,13236.059,0.00975945,0.271488,1.5,300000,liquid
2024-12-13,NDX,equity_index,13157.8886,-0.00592337,0.271636,1.5,300000,liquid
2024-12-16,NDX,equity_index,13251.6187,0.00709823,0.269113,1.5,300000,liquid
2024-12-17,NDX,equity_index,12280.0294,-0.07614539,0.375317,1.5,300000,liquid
2024-12-18,NDX,equity_index,12037.9539,-0.01990983,0.376231,1.5,300000,liquid
2024-12-19,NDX,equity_index,12039.6661,0.00014223,0.376398,1.5,300000,liquid
2024-12-20,NDX,equity_index,12112.8911,0.00606355,0.37681,1.5,300000,liquid
2024-12-23,NDX,equity_index,12421.5536,0.0251629,0.390239,1.5,300000,liquid
2024-12-24,NDX,equity_index,12480.1941,0.00470975,0.387768,1.5,300000,liquid
2024-12-25,NDX,equity_index,12424.533,-0.00446993,0.361805,1.5,300000,liquid
2024-12-26,NDX,equity_index,13069.7923,0.05063065,0.413494,1.5,300000,liquid
2024-12-27,NDX,equity_index,12998.9271,-0.00543681,0.41357,1.5,300000,liquid
2024-12-30,NDX,equity_index,12389.1781,-0.04804346,0.44148,1.5,300000,liquid
2024-12-31,NDX,equity_index,12336.553,-0.00425672,0.438784,1.5,300000,liquid
2025-01-01,NDX,equity_index,12555.9816,0.01763053,0.445512,1.5,300000,liquid
2025-01-02,NDX,equity_index,12590.8425,0.00277259,0.445977,1.5,300000,liquid
2025-01-03,NDX,equity_index,12673.6262,0.00655339,0.435597,1.5,300000,liquid
2025-01-06,NDX,equity_index,12715.0366,0.00326212,0.435729,1.5,300000,liquid
2025-01-07,NDX,equity_index,12769.6717,0.00428769,0.404926,1.5,300000,liquid
2025-01-08,NDX,equity_index,12776.8064,0.00055857,0.404965,1.5,300000,liquid
2025-01-09,NDX,equity_index,12505.3935,-0.02147149,0.408831,1.5,300000,liquid
2025-01-10,NDX,equity_index,12770.3527,0.02096625,0.417197,1.5,300000,liquid
2025-01-13,NDX,equity_index,12820.5939,0.00392649,0.416482,1.5,300000,liquid
2025-01-14,NDX,equity_index,12828.3843,0.00060746,0.309871,1.5,300000,liquid
2025-01-15,NDX,equity_index,12983.4917,0.01201844,0.300254,1.5,300000,liquid
2025-01-16,NDX,equity_index,12889.8684,-0.00723707,0.302574,1.5,300000,liquid
2025-01-17,NDX,equity_index,13117.8025,0.01752867,0.306616,1.5,300000,liquid
2025-01-20,NDX,equity_index,13031.0161,-0.00663791,0.298146,1.5,300000,liquid
2025-01-21,NDX,equity_index,13135.1643,0.00796056,0.298703,1.5,300000,liquid
2025-01-22,NDX,equity_index,13197.0407,0.00469969,0.297614,1.5,300000,liquid
2025-01-23,NDX,equity_index,13223.5814,0.00200909,0.238642,1.5,300000,liquid
2025-01-24,NDX,equity_index,13421.0377,0.01482175,0.242662,1.5,300000,liquid
2025-01-27,NDX,equity_index,13360.8909,-0.0044916,0.159484,1.5,300000,liquid
2025-01-28,NDX,equity_index,13572.3144,0.01570016,0.161868,1.5,300000,liquid
2025-01-29,NDX,equity_index,13433.5745,-0.01027488,0.162776,1.5,300000,liquid
2025-01-30,NDX,equity_index,13384.062,-0.00369254,0.164701,1.5,300000,liquid
2025-01-31,NDX,equity_index,13150.1477,-0.01763161,0.179588,1.5,300000,liquid
2025-02-03,NDX,equity_index,13015.9536,-0.01025719,0.184517,1.5,300000,liquid
2025-02-04,NDX,equity_index,12974.5913,-0.00318287,0.184748,1.5,300000,liquid
2025-02-05,NDX,equity_index,12894.3814,-0.00620126,0.186414,1.5,300000,liquid
2025-02-06,NDX,equity_index,12646.8331,-0.01938483,0.183279,1.5,300000,liquid
2025-02-07,NDX,equity_index,12626.4142,-0.00161585,0.166716,1.5,300000,liquid
2025-02-10,NDX,equity_index,12347.6203,-0.02232762,0.18262,1.5,300000,liquid
2025-02-11,NDX,equity_index,12100.4012,-0.02022475,0.193504,1.5,300000,liquid
2025-02-12,NDX,equity_index,12004.5998,-0.00794871,0.185889,1.5,300000,liquid
2025-02-13,NDX,equity_index,12165.3435,0.01330132,0.195095,1.5,300000,liquid
2025-02-14,NDX,equity_index,11853.4777,-0.02596992,0.195805,1.5,300000,liquid
2025-02-17,NDX,equity_index,11656.401,-0.01676582,0.200135,1.5,300000,liquid
2025-02-18,NDX,equity_index,11557.8919,-0.00848699,0.193798,1.5,300000,liquid
2025-02-19,NDX,equity_index,11382.0802,-0.01532828,0.191617,1.5,300000,liquid
2025-02-20,NDX,equity_index,11224.0404,-0.01398226,0.189602,1.5,300000,liquid
2025-02-21,NDX,equity_index,10374.2798,-0.0787283,0.298491,1.5,300000,liquid
2025-02-24,NDX,equity_index,10657.8107,0.02696337,0.329482,1.5,300000,liquid
2025-02-25,NDX,equity_index,10840.2744,0.01697529,0.330896,1.5,300000,liquid
2025-02-26,NDX,equity_index,10662.2699,-0.01655698,0.331404,1.5,300000,liquid
2025-02-27,NDX,equity_index,10679.9883,0.00166041,0.333625,1.5,300000,liquid
2025-02-28,NDX,equity_index,10538.2408,-0.01336112,0.332891,1.5,300000,liquid
2025-03-03,NDX,equity_index,10518.3819,-0.00188623,0.334485,1.5,300000,liquid
2025-03-04,NDX,equity_index,10398.4694,-0.01146576,0.333322,1.5,300000,liquid
2025-03-05,NDX,equity_index,10869.4345,0.04429605,0.386976,1.5,300000,liquid
2025-03-06,NDX,equity_index,10966.2602,0.00886862,0.389464,1.5,300000,liquid
2025-03-07,NDX,equity_index,10911.0606,-0.0050463,0.38901,1.5,300000,liquid
2025-03-10,NDX,equity_index,10846.5485,-0.00593008,0.384942,1.5,300000,liquid
2025-03-11,NDX,equity_index,10629.3233,-0.02023039,0.384945,1.5,300000,liquid
2025-03-12,NDX,equity_index,10296.2885,-0.03183304,0.395348,1.5,300000,liquid
2025-03-13,NDX,equity_index,10062.6433,-0.02295361,0.390753,1.5,300000,liquid
2025-03-14,NDX,equity_index,10018.1962,-0.00442682,0.386157,1.5,300000,liquid
2025-03-17,NDX,equity_index,10021.0348,0.0002833,0.386007,1.5,300000,liquid
2025-03-18,NDX,equity_index,10061.697,0.00404948,0.388166,1.5,300000,liquid
2025-03-19,NDX,equity_index,10075.4794,0.00136885,0.3879,1.5,300000,liquid
2025-03-20,NDX,equity_index,10202.3929,0.0125176,0.392137,1.5,300000,liquid
2025-03-21,NDX,equity_index,10078.6184,-0.01220611,0.281117,1.5,300000,liquid
2025-03-24,NDX,equity_index,10062.9783,-0.00155301,0.260352,1.5,300000,liquid
2025-03-25,NDX,equity_index,10147.862,0.00839987,0.253367,1.5,300000,liquid
2025-03-26,NDX,equity_index,10182.6634,0.00342357,0.249397,1.5,300000,liquid
2025-03-27,NDX,equity_index,10099.3207,-0.00821845,0.249781,1.5,300000,liquid
2025-03-28,NDX,equity_index,10188.9179,0.00883249,0.249753,1.5,300000,liquid
2025-03-31,NDX,equity_index,9791.1921,-0.03981743,0.28409,1.5,300000,liquid
2025-04-01,NDX,equity_index,9865.7241,0.00758331,0.285124,1.5,300000,liquid
2025-04-02,NDX,equity_index,9915.2247,0.00500489,0.227682,1.5,300000,liquid
2025-04-03,NDX,equity_index,10117.0244,0.02014817,0.239729,1.5,300000,liquid
2025-04-04,NDX,equity_index,10059.5712,-0.00569505,0.239777,1.5,300000,liquid
2025-04-07,NDX,equity_index,10084.7892,0.00250373,0.240773,1.5,300000,liquid
2025-04-08,NDX,equity_index,9997.4444,-0.00869877,0.233607,1.5,300000,liquid
2025-04-09,NDX,equity_index,10171.3583,0.01724626,0.217874,1.5,300000,liquid
2025-04-10,NDX,equity_index,10466.2788,0.02858279,0.224477,1.5,300000,liquid
2025-04-11,NDX,equity_index,10706.7617,0.02271692,0.23467,1.5,300000,liquid
2025-04-14,NDX,equity_index,10664.2366,-0.0039797,0.235888,1.5,300000,liquid
2025-04-15,NDX,equity_index,10818.5647,0.01436784,0.239252,1.5,300000,liquid
2025-04-16,NDX,equity_index,10843.494,0.00230166,0.239158,1.5,300000,liquid
2025-04-17,NDX,equity_index,10650.4512,-0.01796301,0.248499,1.5,300000,liquid
2025-04-18,NDX,equity_index,10730.4772,0.00748577,0.243185,1.5,300000,liquid
2025-04-21,NDX,equity_index,10803.6507,0.00679608,0.242857,1.5,300000,liquid
2025-04-22,NDX,equity_index,10794.923,-0.00080817,0.242618,1.5,300000,liquid
2025-04-23,NDX,equity_index,11503.6686,0.06359006,0.324048,1.5,300000,liquid
2025-04-24,NDX,equity_index,11209.0527,-0.02594427,0.340144,1.5,300000,liquid
2025-04-25,NDX,equity_index,10906.6752,-0.02734672,0.358771,1.5,300000,liquid
2025-04-28,NDX,equity_index,10647.2936,-0.02406926,0.337322,1.5,300000,liquid
2025-04-29,NDX,equity_index,10859.4409,0.01972909,0.341669,1.5,300000,liquid
2025-04-30,NDX,equity_index,10992.5531,0.01218323,0.342675,1.5,300000,liquid
2025-05-01,NDX,equity_index,10849.386,-0.01310957,0.343712,1.5,300000,liquid
2025-05-02,NDX,equity_index,10601.0912,-0.02315155,0.355293,1.5,300000,liquid
2025-05-05,NDX,equity_index,10666.8659,0.00618535,0.355517,1.5,300000,liquid
2025-05-06,NDX,equity_index,10656.6024,-0.00096265,0.35325,1.5,300000,liquid
2025-05-07,NDX,equity_index,10552.368,-0.00982935,0.352035,1.5,300000,liquid
2025-05-08,NDX,equity_index,10437.3484,-0.01095972,0.339967,1.5,300000,liquid
2025-05-09,NDX,equity_index,10482.9505,0.00435961,0.329689,1.5,300000,liquid
2025-05-12,NDX,equity_index,10491.4721,0.00081257,0.329564,1.5,300000,liquid
2025-05-13,NDX,equity_index,10625.7285,0.01271553,0.328605,1.5,300000,liquid
2025-05-14,NDX,equity_index,10685.267,0.00558759,0.329236,1.5,300000,liquid
2025-05-15,NDX,equity_index,10595.3153,-0.00845392,0.32433,1.5,300000,liquid
2025-05-16,NDX,equity_index,10377.6766,-0.02075493,0.330812,1.5,300000,liquid
2025-05-19,NDX,equity_index,10604.8303,0.02165256,0.339933,1.5,300000,liquid
2025-05-20,NDX,equity_index,10869.7884,0.02467766,0.351881,1.5,300000,liquid
2025-05-21,NDX,equity_index,10845.2394,-0.00226102,0.260737,1.5,300000,liquid
2025-05-22,NDX,equity_index,10638.8659,-0.01921233,0.253866,1.5,300000,liquid
2025-05-23,NDX,equity_index,10498.9845,-0.01323535,0.240204,1.5,300000,liquid
2025-05-26,NDX,equity_index,10498.0967,-8.456e-05,0.225487,1.5,300000,liquid
2025-05-27,NDX,equity_index,10836.9216,0.031765,0.243298,1.5,300000,liquid
2025-05-28,NDX,equity_index,11070.6154,0.02133536,0.25146,1.5,300000,liquid
2025-05-29,NDX,equity_index,11053.5067,-0.00154661,0.246551,1.5,300000,liquid
2025-05-30,NDX,equity_index,10917.9807,-0.01233669,0.23527,1.5,300000,liquid
2025-06-02,NDX,equity_index,10755.8209,-0.01496394,0.241545,1.5,300000,liquid
2025-06-03,NDX,equity_index,10883.6208,0.01181189,0.244813,1.5,300000,liquid
2025-06-04,NDX,equity_index,10855.5641,-0.00258121,0.241874,1.5,300000,liquid
2025-06-05,NDX,equity_index,10954.0469,0.0090312,0.238695,1.5,300000,liquid
2025-06-06,NDX,equity_index,10852.5293,-0.0093108,0.242127,1.5,300000,liquid
2025-06-09,NDX,equity_index,11176.2855,0.029396,0.261194,1.5,300000,liquid
2025-06-10,NDX,equity_index,11792.8811,0.05370189,0.315873,1.5,300000,liquid
2025-06-11,NDX,equity_index,11812.339,0.00164861,0.31612,1.5,300000,liquid
2025-06-12,NDX,equity_index,11807.832,-0.00038162,0.312841,1.5,300000,liquid
2025-06-13,NDX,equity_index,11631.3218,-0.01506143,0.307124,1.5,300000,liquid
2025-06-16,NDX,equity_index,11407.3201,-0.01944635,0.313399,1.5,300000,liquid
2025-06-17,NDX,equity_index,11128.6303,-0.02473417,0.318461,1.5,300000,liquid
2025-06-18,NDX,equity_index,11056.0689,-0.00654159,0.319435,1.5,300000,liquid
2025-06-19,NDX,equity_index,10969.6294,-0.00784901,0.312385,1.5,300000,liquid
2025-06-20,NDX,equity_index,10904.9647,-0.00591233,0.308855,1.5,300000,liquid
2025-06-23,NDX,equity_index,10942.6642,0.00345114,0.308809,1.5,300000,liquid
2025-06-24,NDX,equity_index,10696.0386,-0.02279585,0.299833,1.5,300000,liquid
2025-06-25,NDX,equity_index,10670.0609,-0.00243168,0.288364,1.5,300000,liquid
2025-06-26,NDX,equity_index,10447.3328,-0.02109506,0.296336,1.5,300000,liquid
2025-06-27,NDX,equity_index,10421.9539,-0.00243218,0.294196,1.5,300000,liquid
2025-06-30,NDX,equity_index,10130.1823,-0.02839522,0.305495,1.5,300000,liquid
2025-07-01,NDX,equity_index,10093.7509,-0.0036028,0.300443,1.5,300000,liquid
2025-07-02,NDX,equity_index,10164.8857,0.0070227,0.30287,1.5,300000,liquid
2025-07-03,NDX,equity_index,10065.4158,-0.00983383,0.300084,1.5,300000,liquid
2025-07-04,NDX,equity_index,10153.4012,0.00870337,0.302839,1.5,300000,liquid
2025-07-07,NDX,equity_index,10130.0442,-0.00230306,0.277227,1.5,300000,liquid
2025-07-08,NDX,equity_index,10177.5496,0.00467859,0.175815,1.5,300000,liquid
2025-07-09,NDX,equity_index,10287.968,0.01079079,0.184798,1.5,300000,liquid
2025-07-10,NDX,equity_index,10266.8211,-0.00205761,0.184107,1.5,300000,liquid
2025-07-11,NDX,equity_index,10284.8603,0.00175549,0.184009,1.5,300000,liquid
2025-07-14,NDX,equity_index,10303.1921,0.00178082,0.179027,1.5,300000,liquid
2025-07-15,NDX,equity_index,10337.3545,0.00331023,0.165369,1.5,300000,liquid
2025-07-16,NDX,equity_index,10190.7426,-0.01428427,0.169376,1.5,300000,liquid
2025-07-17,NDX,equity_index,9890.911,-0.02986346,0.19235,1.5,300000,liquid
2025-07-18,NDX,equity_index,10195.7603,0.03035572,0.229921,1.5,300000,liquid
2025-07-21,NDX,equity_index,10108.4272,-0.00860252,0.229163,1.5,300000,liquid
2025-07-22,NDX,equity_index,10356.6692,0.02426123,0.23856,1.5,300000,liquid
2025-07-23,NDX,equity_index,10494.0989,0.01318241,0.24422,1.5,300000,liquid
2025-07-24,NDX,equity_index,10606.9493,0.01069629,0.235138,1.5,300000,liquid
2025-07-25,NDX,equity_index,10528.6367,-0.00741053,0.236693,1.5,300000,liquid
2025-07-28,NDX,equity_index,10384.4723,-0.0137872,0.217972,1.5,300000,liquid
2025-07-29,NDX,equity_index,10146.3321,-0.02319937,0.234238,1.5,300000,liquid
2025-07-30,NDX,equity_index,9999.6942,-0.01455776,0.238462,1.5,300000,liquid
2025-07-31,NDX,equity_index,10085.2774,0.00852217,0.23816,1.5,300000,liquid
2025-08-01,NDX,equity_index,9795.0488,-0.02919965,0.257236,1.5,300000,liquid
2025-08-04,NDX,equity_index,9693.4396,-0.0104277,0.259059,1.5,300000,liquid
2025-08-05,NDX,equity_index,9890.9947,0.02017539,0.270122,1.5,300000,liquid
2025-08-06,NDX,equity_index,10010.237,0.01198356,0.27087,1.5,300000,liquid
2025-08-07,NDX,equity_index,9981.8458,-0.00284025,0.270911,1.5,300000,liquid
2025-08-08,NDX,equity_index,10079.8906,0.00977439,0.273634,1.5,300000,liquid
2025-08-11,NDX,equity_index,9982.6507,-0.00969375,0.275111,1.5,300000,liquid
2025-08-12,NDX,equity_index,10036.6341,0.00539315,0.275701,1.5,300000,liquid
2025-08-13,NDX,equity_index,10050.7072,0.0014012,0.271628,1.5,300000,liquid
2025-08-14,NDX,equity_index,9949.855,-0.01008502,0.251805,1.5,300000,liquid
2025-08-15,NDX,equity_index,9928.3089,-0.00216782,0.225392,1.5,300000,liquid
2025-08-18,NDX,equity_index,10060.5437,0.01323105,0.229337,1.5,300000,liquid
2025-08-19,NDX,equity_index,10028.4802,-0.00319215,0.21036,1.5,300000,liquid
2025-08-20,NDX,equity_index,9999.7458,-0.00286939,0.202976,1.5,300000,liquid
2025-08-21,NDX,equity_index,9799.8673,-0.02019083,0.206105,1.5,300000,liquid
2025-08-22,NDX,equity_index,10409.1051,0.06031207,0.306697,1.5,300000,liquid
2025-08-25,NDX,equity_index,10143.4843,-0.02584936,0.316426,1.5,300000,liquid
2025-08-26,NDX,equity_index,10066.7414,-0.0075945,0.306719,1.5,300000,liquid
2025-08-27,NDX,equity_index,9921.1537,-0.01456784,0.306725,1.5,300000,liquid
2025-08-28,NDX,equity_index,10007.0785,0.00862347,0.306764,1.5,300000,liquid
2025-08-29,NDX,equity_index,10043.1071,0.00359385,0.287389,1.5,300000,liquid
2025-09-01,NDX,equity_index,10044.5347,0.00014214,0.284123,1.5,300000,liquid
2025-09-02,NDX,equity_index,10460.6263,0.04058966,0.30974,1.5,300000,liquid
2025-09-03,NDX,equity_index,10684.7099,0.0211954,0.315043,1.5,300000,liquid
2025-09-04,NDX,equity_index,10670.3953,-0.00134062,0.314703,1.5,300000,liquid
2025-09-05,NDX,equity_index,10857.2818,0.01736287,0.317899,1.5,300000,liquid
2025-09-08,NDX,equity_index,11005.4848,0.01355778,0.315597,1.5,300000,liquid
2025-09-09,NDX,equity_index,10843.4153,-0.01483576,0.323235,1.5,300000,liquid
2025-09-10,NDX,equity_index,10765.3207,-0.00722809,0.32555,1.5,300000,liquid
2025-09-11,NDX,equity_index,10749.015,-0.0015158,0.322235,1.5,300000,liquid
2025-09-12,NDX,equity_index,10788.858,0.00369981,0.321451,1.5,300000,liquid
2025-09-15,NDX,equity_index,10712.6862,-0.00708527,0.321932,1.5,300000,liquid
2025-09-16,NDX,equity_index,10848.8226,0.01262789,0.322702,1.5,300000,liquid
2025-09-17,NDX,equity_index,10562.6999,-0.02672764,0.340019,1.5,300000,liquid
2025-09-18,NDX,equity_index,10800.6328,0.02227581,0.335419,1.5,300000,liquid
2025-09-19,NDX,equity_index,10426.7166,-0.03523331,0.294947,1.5,300000,liquid
2025-09-22,NDX,equity_index,10147.6846,-0.02712586,0.296467,1.5,300000,liquid
2025-09-23,NDX,equity_index,9907.9248,-0.02391063,0.307478,1.5,300000,liquid
2025-09-24,NDX,equity_index,9960.9513,0.00533766,0.303748,1.5,300000,liquid
2025-09-25,NDX,equity_index,10040.3041,0.00793482,0.303504,1.5,300000,liquid
2025-09-26,NDX,equity_index,10078.8597,0.00383273,0.303541,1.5,300000,liquid
2025-09-29,NDX,equity_index,10012.063,-0.00664946,0.304508,1.5,300000,liquid
2025-09-30,NDX,equity_index,10077.1757,0.00648236,0.265543,1.5,300000,liquid
2025-10-01,NDX,equity_index,9955.7002,-0.01212776,0.253216,1.5,300000,liquid
2025-10-02,NDX,equity_index,9823.7304,-0.01334434,0.255413,1.5,300000,liquid
2025-10-03,NDX,equity_index,9726.1674,-0.00998101,0.243032,1.5,300000,liquid
2025-10-06,NDX,equity_index,9578.2466,-0.01532537,0.234465,1.5,300000,liquid
2025-10-07,NDX,equity_index,9520.921,-0.00600296,0.232612,1.5,300000,liquid
2025-10-08,NDX,equity_index,9525.4899,0.00047977,0.233899,1.5,300000,liquid
2025-10-09,NDX,equity_index,9485.2535,-0.00423302,0.233388,1.5,300000,liquid
2025-10-10,NDX,equity_index,9208.5454,-0.02960643,0.24424,1.5,300000,liquid
2025-10-13,NDX,equity_index,9337.8425,0.01394333,0.256301,1.5,300000,liquid
2025-10-14,NDX,equity_index,9505.0558,0.01774862,0.262047,1.5,300000,liquid
2025-10-15,NDX,equity_index,9279.5655,-0.02400913,0.259444,1.5,300000,liquid
2025-10-16,NDX,equity_index,9376.7457,0.01041804,0.245029,1.5,300000,liquid
2025-10-17,NDX,equity_index,9168.7129,-0.02243584,0.22922,1.5,300000,liquid
2025-10-20,NDX,equity_index,9252.3444,0.00908005,0.221768,1.5,300000,liquid
2025-10-21,NDX,equity_index,9184.1575,-0.00739698,0.210157,1.5,300000,liquid
2025-10-22,NDX,equity_index,9120.5101,-0.00695426,0.207588,1.5,300000,liquid
2025-10-23,NDX,equity_index,9124.1909,0.0004035,0.203327,1.5,300000,liquid
2025-10-24,NDX,equity_index,9143.616,0.0021267,0.202456,1.5,300000,liquid
2025-10-27,NDX,equity_index,9213.3577,0.00759843,0.207059,1.5,300000,liquid
2025-10-28,NDX,equity_index,9328.9061,0.0124634,0.212161,1.5,300000,liquid
2025-10-29,NDX,equity_index,8901.1298,-0.04693955,0.260611,1.5,300000,liquid
2025-10-30,NDX,equity_index,8915.323,0.00159328,0.260116,1.5,300000,liquid
2025-10-31,NDX,equity_index,8746.9196,-0.0190699,0.264458,1.5,300000,liquid
2025-11-03,NDX,equity_index,8652.4766,-0.010856,0.262682,1.5,300000,liquid
2025-11-04,NDX,equity_index,8889.188,0.02699011,0.286203,1.5,300000,liquid
2025-11-05,NDX,equity_index,8886.049,-0.00035318,0.286067,1.5,300000,liquid
2025-11-06,NDX,equity_index,8881.0192,-0.0005662,0.286234,1.5,300000,liquid
2025-11-07,NDX,equity_index,8937.57,0.00634741,0.270407,1.5,300000,liquid
2025-11-10,NDX,equity_index,8894.3914,-0.00484285,0.264338,1.5,300000,liquid
2025-11-11,NDX,equity_index,9116.0992,0.0246211,0.272302,1.5,300000,liquid
2025-11-12,NDX,equity_index,8908.0528,-0.02308632,0.271335,1.5,300000,liquid
2025-11-13,NDX,equity_index,9105.6153,0.02193561,0.281249,1.5,300000,liquid
2025-11-14,NDX,equity_index,9160.0268,0.00595782,0.271046,1.5,300000,liquid
